XT_D04-NFlex-R1-A	XT_D06-NFlex-R1-A	XT_D08-NFlex-R1-C	XT_D07-NFlex-R1-C	XT_D10-NFlex-R1-C	XT_D05-NFlex-R1-C	XT_D05-NFlex-R1-A	XT_D05-NFlex-R1-B	XT_D08-NFlex-R1-B	XT_D02-NFlex-R1-B	XT_D07-NFlex-R1-B	XT_D09-NFlex-R1-B	XT_D03-NFlex-R1-C	XT_D01-NFlex-R1-A	XT_D04-NFlex-R1-C	XT_D10-NFlex-R1-A	XT_D06-NFlex-R1-B	XT_D03-NFlex-R1-B	XT_D10-NFlex-R1-B	XT_D09-NFlex-R1-C	XT_D02-NFlex-R1-A	XT_D09-NFlex-R1-A	XT_D04-NFlex-R1-B	XT_D08-NFlex-R1-A	XT_D06-NFlex-R1-C	XT_D02-NFlex-R1-C	XT_D01-NFlex-R1-C	XT_D07-NFlex-R1-A	XT_D03-NFlex-R1-A	XT_D01-NFlex-R1-B	Flex_D10-NF-R1	Flex_D07-NF-R1	Flex_D08-NF-R1	Flex_D05-NF-R1	Flex_D02-NF-R1	Flex_D03-NF-R1	Flex_D09-NF-R1	Flex_D01-NF-R1	Flex_D06-NF-R1	Flex_D04-NF-R1
Kiritimatiellaeota	14	6	4	1	3	16	18	14	3	1	2	4	2	9	16	3	4	1	2	3	3	5	9	2	2	0	3	1	0	7	8	8	11	26	6	1	3	10	4	28
Planctomycetes	1323	666	493	587	306	1240	1453	1326	625	816	752	724	587	1214	1177	283	678	468	339	856	742	749	1236	486	525	722	1186	664	582	993	485	2775	1112	2484	929	1993	835	1084	1086	3145
Chlamydiae	310	165	111	118	153	181	147	114	97	258	140	225	299	420	225	132	120	260	177	269	252	245	264	111	117	231	414	122	291	363	188	490	115	204	361	500	251	217	117	368
Lentisphaerae	99408	143	96	4971	52	365	437	431	144	333	5424	20160	159	327	89849	62	127	134	32	23062	346	19726	91092	105	123	326	351	5087	157	277	45	12500	223	719	445	364	12387	341	211	310274
Candidatus Marinimicrobia	58	39	47	33	34	53	62	38	37	42	40	75	22	93	51	37	44	19	46	103	51	100	41	43	47	37	87	36	24	62	51	100	84	75	76	76	50	71	36	138
Fibrobacteres	796	265	135	102	145	244	256	249	152	302	112	215	225	328	717	161	209	163	180	282	285	253	694	117	201	295	260	125	222	236	244	523	338	434	380	704	192	265	546	1748
Candidatus Latescibacteria	66	41	30	22	12	19	26	26	32	55	35	30	23	47	58	16	41	19	13	39	47	31	73	18	26	47	33	46	18	27	10	221	58	34	55	54	33	39	40	129
Gemmatimonadetes (142182)	490	237	178	268	153	468	595	597	207	301	312	330	297	532	437	156	256	211	173	381	292	344	488	171	213	259	533	276	290	435	203	1071	408	991	313	917	342	486	379	1260
Candidatus Hydrogenedentes	30	10	15	8	0	9	6	10	11	23	4	3	11	33	27	1	7	12	0	7	19	5	29	19	3	18	29	6	28	19	0	38	26	17	23	82	10	16	20	60
Candidatus Cloacimonetes	44	78	25	32	46	19	24	34	26	75	35	29	20	61	35	48	67	10	38	34	70	23	43	17	63	59	60	33	16	41	76	115	32	38	125	54	21	38	113	169
candidate division Zixibacteria	74	31	10	60	33	46	49	60	18	26	60	64	16	50	53	30	26	11	32	77	34	69	67	10	23	19	52	68	20	50	24	121	18	70	32	34	47	68	42	129
Candidatus Fermentibacteria	8	7	0	9	15	3	3	4	0	6	12	9	5	21	9	14	4	8	10	10	7	5	8	4	7	2	16	9	5	16	25	47	4	3	6	5	11	19	8	17
Candidatus Kryptonia	24	14	7	15	11	9	21	18	7	16	18	15	6	17	17	28	20	7	17	17	25	9	32	10	16	21	9	23	28	25	3	19	7	34	6	8	1	10	6	61
Firmicutes	19696423	17671274	9258712	14081764	8004714	7836893	9134047	9259704	10726701	15237888	16571119	14443185	12125481	23675460	17521267	7764047	16743479	10303034	9104306	16926644	14999991	14678456	17319971	8873227	13637050	13874660	22350036	15504287	11410840	18566186	16761329	71539018	17241692	18267063	21281407	37991163	18371780	20621354	28813275	42034559
Deinococcus-Thermus	411	294	183	168	80	809	851	788	214	229	206	341	165	372	400	83	250	159	75	378	233	316	388	190	207	204	402	183	153	328	138	840	425	1432	252	522	394	357	423	1027
Armatimonadetes	299	175	126	127	47	432	514	447	133	221	121	170	168	306	240	57	152	141	53	168	237	154	270	129	123	194	315	102	156	259	42	454	280	850	254	508	165	284	265	670
Chloroflexi	3261	1598	1175	1278	776	4595	4650	4607	1400	1870	1522	1510	1530	2817	2833	735	1496	1198	904	1816	1879	1548	2929	1141	1246	1765	2620	1357	1318	2233	1342	6150	2792	8781	2525	4831	1666	2612	2535	7497
Actinobacteria (201174)	2229333	1689413	312314	358611	826815	1228143	1478604	1433829	363716	178850	432986	1269615	749555	564945	2006028	826109	1614244	599394	965334	1497055	175395	1309635	2095897	288004	1322380	160811	555067	395917	678052	459892	2357859	3726182	811114	2598548	327702	3075415	2081238	859093	4553094	5995101
Tenericutes	3476	304	173	252	182	134	148	175	170	434	303	312	230	9920	2975	141	292	184	174	381	390	311	2891	166	222	385	11022	251	187	8131	242	2146	316	597	767	492	362	13366	529	26427
Candidatus Eremiobacteraeota	118	67	66	62	17	118	146	159	74	163	78	33	92	106	119	17	64	74	28	30	158	32	123	47	56	140	124	97	80	93	33	516	154	303	179	310	41	113	121	319
Candidatus Dormibacteraeota	138	63	53	43	20	141	197	171	64	72	69	57	48	110	106	13	64	34	22	65	62	50	103	49	63	52	85	55	38	95	18	189	138	342	89	87	78	116	115	227
Nitrospinae	43	41	37	26	24	81	112	111	51	98	36	109	47	60	54	23	35	27	22	144	92	114	44	39	32	87	46	27	43	57	24	99	86	191	99	125	96	56	77	134
Candidatus Tectomicrobia	26	6	2	4	2	6	6	10	4	3	11	4	17	14	8	0	10	11	1	6	3	4	20	1	5	3	23	11	8	13	0	35	5	26	4	22	3	17	18	34
Caldiserica	6	0	4	1	0	7	5	4	3	4	2	1	2	35	9	5	6	5	2	0	10	3	13	3	3	2	22	3	3	33	3	11	5	9	1	6	4	21	6	12
Candidatus Cryosericota	2	2	1	2	3	21	30	26	4	0	2	1	3	0	1	5	2	4	1	2	1	2	3	3	1	1	1	1	7	3	5	3	9	46	2	25	2	0	5	3
Candidatus Bipolaricaulota	21	15	14	19	2	37	42	44	17	13	16	10	7	23	21	6	15	16	9	16	18	12	23	12	17	11	26	17	11	16	4	77	31	100	25	19	14	19	32	59
Candidatus Aminicenantes	117	102	59	45	29	255	298	303	67	67	51	66	36	69	107	14	93	30	31	79	60	71	110	67	69	65	79	54	37	82	48	191	142	490	86	117	71	82	191	357
Candidatus Atribacteria	18	21	12	7	13	19	23	17	6	19	12	10	2	6	11	20	11	6	16	16	20	5	22	11	13	7	8	16	6	12	22	51	11	28	24	10	12	11	25	69
Candidatus Saccharibacteria	271	30	169	112	196	100	136	162	178	29	138	223	112	266	264	228	44	106	194	242	36	182	253	172	37	38	253	149	115	218	349	532	165	253	39	300	171	185	30	509
Candidatus Sumerlaeota	2	0	1	1	0	5	6	2	0	0	1	2	7	2	2	0	1	14	0	2	3	1	3	0	0	1	1	1	12	0	0	17	0	10	1	25	2	2	1	6
Candidatus Poribacteria	49	69	33	18	18	36	24	31	37	32	39	41	34	49	44	20	65	33	18	40	34	26	47	37	42	23	41	39	42	35	14	123	38	30	42	107	36	38	82	106
candidate division WWE3	30	27	18	26	12	27	33	29	17	24	27	60	22	40	21	14	37	17	24	76	23	57	21	19	18	19	33	36	14	39	19	111	17	24	26	39	45	20	16	39
candidate division NC10	9	7	2	7	9	9	8	8	2	4	7	9	4	2	10	7	9	4	8	15	1	12	5	3	5	5	8	7	3	7	24	17	2	10	9	4	16	11	6	16
Candidatus Calescamantes	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	2	0	1	0	0	1	0	0	0	5	0	0	1	0	1	1	1	5
Candidatus Berkelbacteria	24	19	15	13	30	19	23	21	15	22	17	25	20	17	25	22	25	18	21	27	18	30	15	16	26	14	24	10	13	15	20	35	25	9	39	85	24	14	18	35
candidate division CPR1	0	1	0	0	0	2	1	0	0	3	0	0	0	0	1	0	0	0	0	1	1	1	2	1	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0
candidate division CPR2	0	0	1	1	0	0	2	0	0	0	0	1	0	2	1	0	0	1	2	0	0	2	2	0	1	1	1	0	0	2	0	1	2	1	1	0	1	0	3	5
candidate division CPR3	3	2	1	4	2	4	1	10	0	3	4	7	2	1	4	1	3	3	1	3	2	2	2	2	3	1	3	5	2	0	2	7	0	3	0	1	3	1	2	7
Candidatus Peregrinibacteria	160	102	36	44	61	46	44	52	45	39	61	81	53	67	149	45	111	46	51	95	35	72	137	34	90	35	68	64	46	63	78	247	68	67	37	101	107	51	145	299
candidate division WOR-3	41	36	12	14	8	21	20	23	19	10	24	59	9	33	33	3	26	13	4	44	25	43	41	13	26	18	25	25	10	25	2	70	20	35	16	18	41	30	74	128
Candidatus Rokubacteria	297	108	111	118	56	324	434	386	146	240	129	113	129	276	272	67	103	104	54	155	283	115	325	112	101	226	282	166	120	232	96	711	256	556	352	399	162	293	211	796
Candidatus Dadabacteria	21	9	9	25	16	22	22	26	20	17	28	13	20	33	14	7	15	11	20	10	27	17	16	13	20	24	25	44	24	28	7	104	12	21	11	13	6	18	8	24
Candidatus Abawacabacteria	1	1	0	0	0	0	0	0	1	19	0	0	0	0	1	0	2	0	0	0	26	0	0	1	1	25	0	1	0	0	0	0	0	0	80	0	0	0	0	1
Candidatus Coatesbacteria	2	20	15	2	2	19	14	12	13	21	3	4	2	4	4	1	10	0	0	1	12	2	4	7	6	11	4	3	4	12	0	15	23	33	34	1	2	4	23	16
Candidatus Delongbacteria	8	3	1	0	0	23	30	16	0	0	0	0	0	2	10	1	8	1	0	1	0	0	5	0	2	1	2	0	0	2	1	3	2	57	0	0	0	5	1	13
Candidatus Doudnabacteria	14	19	1	9	3	10	8	23	4	9	5	16	12	42	15	3	8	7	3	10	12	15	14	9	19	9	38	9	5	35	1	16	5	35	6	9	6	6	16	22
Candidatus Edwardsbacteria	2	4	2	0	1	28	20	38	0	4	2	2	1	4	3	0	0	2	2	4	0	2	0	2	1	0	3	1	2	2	4	8	1	41	2	0	1	2	3	5
Candidatus Eisenbacteria	57	29	14	32	5	40	56	31	16	33	54	18	36	39	54	7	30	37	7	26	17	25	42	20	22	27	53	35	21	29	13	208	38	107	36	147	30	65	65	168
Candidatus Firestonebacteria	29	3	6	10	3	2	5	4	5	3	22	5	3	15	23	1	3	4	3	3	6	6	12	3	4	9	24	13	3	7	3	99	7	8	8	1	8	14	6	41
Candidatus Fischerbacteria	11	3	2	0	1	1	1	4	1	38	0	0	4	55	8	2	1	1	3	1	32	2	4	0	4	16	61	2	3	43	0	2	0	1	33	8	2	55	6	29
Candidatus Fraserbacteria	2	3	2	4	3	5	3	4	4	24	4	1	9	4	2	1	0	12	2	3	18	2	1	0	2	15	9	4	8	7	1	12	8	8	30	22	1	7	1	5
Candidatus Glassbacteria	0	1	4	0	0	1	1	0	2	2	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	8	0	5	1	0	1	0	0
Candidatus Handelsmanbacteria	15	7	4	14	2	6	12	8	6	7	14	21	4	31	20	2	9	6	5	13	10	12	21	8	10	5	27	17	4	27	2	34	5	10	4	17	7	16	12	59
Candidatus Lindowbacteria	9	7	4	1	3	9	9	7	6	3	1	6	7	2	11	5	9	5	3	7	2	4	9	2	6	3	3	2	6	6	5	9	10	13	1	5	2	4	6	28
Candidatus Raymondbacteria	7	22	13	12	1	3	4	5	18	47	19	12	0	11	9	1	13	3	0	11	46	5	15	12	8	36	18	15	2	8	1	53	49	14	86	9	20	16	45	30
Candidatus Riflebacteria	13	9	7	7	1	8	8	9	13	9	6	28	2	13	10	1	11	3	0	36	7	38	11	5	7	7	13	7	6	11	3	27	22	12	8	17	20	7	25	41
Candidatus Schekmanbacteria	12	7	10	4	5	7	5	5	11	4	9	7	1	8	5	6	8	2	6	2	11	5	3	8	4	5	6	5	0	1	10	13	28	20	12	3	9	4	16	45
Candidatus Wallbacteria	21	4	2	15	2	39	34	39	4	13	17	7	6	11	18	2	8	5	6	2	12	3	17	4	4	8	18	12	6	9	8	65	7	37	10	10	2	10	15	38
Candidatus Wirthbacteria	4	0	1	1	1	2	0	3	1	1	2	2	0	1	1	0	3	0	0	0	0	0	3	1	1	1	2	0	0	1	0	2	1	3	2	2	1	0	2	5
Candidatus Desantisbacteria	12	6	4	4	1	2	9	4	4	5	2	6	8	12	11	0	3	6	5	1	3	7	14	2	3	2	15	7	9	5	1	51	7	4	6	35	7	5	6	43
Candidatus Goldbacteria	10	1	3	5	1	13	11	11	0	0	3	2	3	7	6	2	6	3	1	2	1	2	10	3	1	0	5	1	0	3	1	4	4	17	1	10	0	2	7	18
candidate division FCPU426	18	13	7	8	8	19	22	27	10	11	16	7	9	23	24	7	10	5	5	7	7	5	9	3	7	12	19	6	5	29	7	31	10	52	18	14	11	20	25	64
Bacteroidetes	2584538	9522494	7797764	5698934	7605028	6590166	7542943	7779516	9033951	16640020	6629923	6553509	5380431	9298309	2304139	7311465	8843735	4453974	8578973	7664734	16411729	6658282	2311603	7548678	7247472	15250465	8897429	6230644	5000782	7431173	11418502	22935942	12898155	12101699	20478940	7518143	6409046	6353361	10864892	5188056
Chlorobi	97	38	40	42	30	98	123	120	31	61	37	66	48	77	88	35	41	45	41	68	78	60	76	27	40	78	83	42	43	64	46	191	60	325	73	155	65	73	45	228
Ignavibacteriae	307	293	125	93	89	241	301	276	142	205	130	386	122	231	293	88	301	107	115	451	223	408	246	147	251	206	229	123	124	168	119	543	200	581	322	281	236	186	437	877
Candidatus Kapabacteria	11	14	4	2	5	2	8	5	9	14	4	4	4	6	7	0	19	6	1	3	9	2	10	6	6	18	13	4	1	10	4	9	18	9	31	15	9	9	13	15
Rhodothermaeota	31	6	9	7	1	11	7	9	6	5	3	5	3	15	22	0	12	9	1	8	5	4	25	7	7	6	14	6	8	13	6	17	18	15	3	39	5	10	22	37
Balneolaeota	24	21	22	11	34	22	25	32	20	19	14	147	14	9	12	47	24	12	35	173	17	156	23	22	16	27	15	24	20	13	33	63	16	39	20	21	138	6	31	56
Cyanobacteria	1190	889	570	547	486	1744	2049	2009	578	908	655	1142	735	1071	1039	501	886	725	554	1323	939	1101	1050	508	714	862	1019	536	805	832	976	2645	1091	4120	1461	2573	984	869	1326	2754
Candidatus Melainabacteria	18489	3085	1674	12740	10488	655	802	740	1977	82767	16183	10064	34311	42127	15115	10834	2820	29250	12990	12810	82630	10189	14336	1840	2037	77346	37776	14589	33336	30948	19065	80612	2730	2434	110939	87788	7455	36512	4022	57028
Candidatus Margulisbacteria	10	11	8	10	8	9	3	9	8	7	8	8	7	10	9	7	10	4	8	8	8	4	11	2	14	6	6	6	4	7	2	6	4	6	3	20	4	2	15	11
Candidatus Gracilibacteria	4	5	3	5	6	2	3	7	6	54	7	5	4	5	3	4	4	3	2	2	51	2	3	4	2	9	3	5	2	5	3	22	6	4	59	1	5	3	9	82
Candidatus Microgenomates	4	2	2	0	9	2	7	9	2	1	0	3	3	0	5	6	3	6	6	5	2	2	1	2	5	0	0	1	6	1	9	0	1	2	0	14	5	1	4	8
Candidatus Curtissbacteria	6	4	0	14	1	1	1	8	4	0	6	7	12	3	12	3	4	4	5	8	4	3	10	4	2	5	1	6	8	1	2	62	6	3	4	14	1	3	10	23
Candidatus Daviesbacteria	10	8	7	3	2	10	4	11	8	13	5	14	6	34	6	5	8	4	5	11	17	10	12	9	8	16	35	12	2	19	4	65	12	13	22	9	14	12	6	37
Candidatus Levybacteria	59	20	16	13	12	8	12	14	13	54	18	23	13	28	36	11	11	11	12	21	67	20	38	10	21	64	27	10	13	25	12	42	23	21	55	39	21	38	42	97
Candidatus Gottesmanbacteria	17	16	12	10	5	9	7	10	10	29	16	16	8	12	16	4	15	6	8	15	19	11	12	12	17	18	15	19	9	9	7	56	23	7	29	16	21	7	17	25
Candidatus Shapirobacteria	9	6	11	6	6	10	7	7	8	10	6	12	8	6	4	6	3	2	4	10	6	12	8	10	6	3	10	3	8	5	9	16	15	21	5	5	18	3	6	9
Candidatus Woesebacteria	20	27	10	24	20	10	14	20	18	25	35	24	52	17	31	14	21	11	11	20	24	22	20	23	15	16	20	21	17	8	28	130	23	14	37	37	23	14	20	70
Candidatus Roizmanbacteria	79	18	9	16	10	15	14	12	10	41	12	20	7	13	62	7	18	6	7	52	33	17	55	11	13	42	18	16	8	11	6	167	16	42	132	26	54	23	33	151
Candidatus Pacebacteria	18	6	2	3	7	15	15	20	8	3	9	10	8	14	13	5	15	10	6	17	6	8	19	9	7	6	7	4	11	9	4	11	4	23	5	26	5	7	6	28
Candidatus Collierbacteria	16	5	2	4	4	7	9	11	6	3	9	0	1	7	10	3	9	1	4	4	1	6	13	2	3	2	6	4	1	7	3	11	6	15	3	1	0	4	8	25
Candidatus Beckwithbacteria	10	11	2	3	2	7	7	2	2	7	7	8	7	7	19	0	11	5	3	6	7	6	19	2	7	7	5	6	7	7	1	19	2	3	7	9	7	12	29	26
Candidatus Amesbacteria	5	2	0	0	0	1	5	0	0	3	2	5	1	5	8	0	3	1	2	9	2	2	8	1	5	0	5	2	1	4	1	6	5	5	1	1	5	5	3	16
Candidatus Blackburnbacteria	1	42	0	0	1	39	69	59	2	1	0	7	0	1	0	3	31	2	4	5	1	3	0	1	28	1	2	0	0	0	7	0	5	64	2	2	4	0	114	2
Candidatus Woykebacteria	30	2	2	0	1	1	2	2	1	1	0	1	7	1	25	3	1	1	0	1	1	1	31	1	0	3	1	2	5	2	8	5	6	2	0	57	1	3	3	23
Candidatus Chisholmbacteria	2	2	0	0	3	0	1	0	1	1	0	0	1	4	2	6	1	2	4	0	2	0	2	0	1	0	2	1	2	1	0	7	1	0	1	2	0	4	1	3
Candidatus Parcubacteria	8	7	0	6	3	0	4	6	3	1	64	1	6	38	7	2	10	6	11	0	2	2	8	0	4	4	13	4	12	10	4	42	7	7	4	7	2	6	10	68
Candidatus Campbellbacteria	8	4	0	7	0	1	2	4	2	4	6	2	0	2	0	0	4	2	2	3	1	6	5	0	5	1	2	7	1	2	1	38	4	0	3	0	4	2	10	71
Candidatus Falkowbacteria	20	50	13	11	16	30	40	41	21	27	14	29	14	20	23	16	43	6	11	36	35	32	13	16	17	38	13	18	9	16	22	82	58	124	47	15	25	14	74	58
Candidatus Nomurabacteria	34	15	22	9	10	7	9	16	13	124	8	20	15	20	30	4	9	4	13	14	105	11	42	11	8	127	21	6	7	13	26	35	35	31	118	19	13	24	18	149
Candidatus Magasanikbacteria	90	104	38	25	34	37	46	31	57	45	19	55	27	42	61	29	93	27	19	58	49	53	62	31	63	42	37	32	31	62	15	94	20	31	86	19	40	23	125	131
Candidatus Uhrbacteria	29	32	18	23	7	12	15	13	17	15	18	18	22	25	22	6	28	17	5	14	14	18	21	17	25	17	85	26	16	22	6	72	28	9	18	28	15	62	44	37
Candidatus Yanofskybacteria	21	12	4	9	7	8	11	17	5	7	13	9	14	13	14	3	4	10	7	6	15	11	14	10	4	15	16	9	23	12	30	53	9	10	19	60	12	8	7	54
Candidatus Kaiserbacteria	16	8	3	9	6	20	23	19	5	12	21	13	14	18	10	9	5	8	8	21	10	17	10	8	5	8	20	10	7	11	9	30	12	39	23	58	7	9	10	14
Candidatus Wolfebacteria	71	14	8	5	11	8	13	9	6	13	3	29	7	19	56	18	8	3	14	32	7	24	91	3	3	9	19	4	4	16	23	40	13	16	8	6	46	24	15	370
Candidatus Adlerbacteria	0	1	2	0	2	1	0	0	0	0	1	3	0	0	3	0	2	0	1	0	1	1	3	1	2	0	0	0	2	1	2	2	2	6	1	1	1	1	2	0
Candidatus Moranbacteria	228	32	92	108	27	176	212	180	28	26	92	44	27	46	194	26	92	81	21	35	73	35	199	102	25	55	46	66	24	50	122	206	95	350	102	129	21	38	51	396
Candidatus Giovannonibacteria	23	12	3	2	4	7	7	11	2	8	8	7	1	14	20	3	10	2	7	7	11	2	14	6	3	12	20	5	4	11	1	46	8	15	15	1	5	10	12	42
Candidatus Jorgensenbacteria	4	1	8	0	0	1	0	2	11	6	0	1	2	67	1	0	0	0	1	0	5	0	4	9	1	5	82	0	3	54	0	1	11	2	14	2	3	56	3	12
Candidatus Kuenenbacteria	7	9	12	1	3	13	6	8	8	2	3	7	10	25	3	1	8	2	5	4	4	4	3	6	7	6	13	5	8	12	0	11	4	6	16	9	2	6	12	18
Candidatus Azambacteria	3	11	3	12	0	2	5	3	5	1	7	13	0	3	7	1	9	1	2	106	0	109	2	2	5	6	1	6	0	4	2	35	7	3	0	0	7	2	16	10
Candidatus Andersenbacteria	10	3	3	2	7	7	4	4	1	15	0	2	2	13	3	5	5	0	4	0	17	2	4	4	6	10	7	3	0	10	17	2	13	7	18	1	2	7	13	10
Candidatus Brennerbacteria	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
Candidatus Buchananbacteria	7	3	3	6	3	42	38	44	3	8	3	4	4	7	18	6	4	1	8	4	6	7	12	2	4	1	7	3	8	11	4	40	13	41	10	9	8	6	12	16
Candidatus Colwellbacteria	4	0	2	1	0	5	1	2	0	0	2	1	0	3	1	0	3	2	2	0	1	2	0	0	0	0	0	1	1	2	0	3	2	3	0	1	1	1	3	1
