Patient	Protocol_1	Protocol_2	bcdist
D01	NF	NF	0.119072605
D01	NF	NF	0.057388503
D01	NF	OF	0.193424753
D01	NF	OF	0.209174782
D01	NF	OF	0.185366233
D01	NF	OH	0.278598004
D01	NF	OH	0.233972867
D01	NF	OH	0.170621736
D01	NF	OR	0.298903618
D01	NF	OR	0.240321929
D01	NF	OR	0.244030076
D01	NF	ZF	0.190281579
D01	NF	ZF	0.140792317
D01	NF	ZF	0.273591748
D01	NF	ZH	0.190057554
D01	NF	ZH	0.197057818
D01	NF	ZH	0.229304381
D01	NF	ZR	0.149275362
D01	NF	ZR	0.163770465
D01	NF	ZR	0.177229899
D01	NF	NF	0.119072605
D01	NF	NF	0.111727866
D01	NF	OF	0.201575337
D01	NF	OF	0.204477771
D01	NF	OF	0.221445701
D01	NF	OH	0.241555778
D01	NF	OH	0.203408781
D01	NF	OH	0.164204003
D01	NF	OR	0.246637543
D01	NF	OR	0.221853696
D01	NF	OR	0.264486666
D01	NF	ZF	0.157397756
D01	NF	ZF	0.208438756
D01	NF	ZF	0.201102178
D01	NF	ZH	0.15531135
D01	NF	ZH	0.189192128
D01	NF	ZH	0.179499484
D01	NF	ZR	0.177935734
D01	NF	ZR	0.15745965
D01	NF	ZR	0.237775861
D01	NF	NF	0.057388503
D01	NF	NF	0.111727866
D01	NF	OF	0.154061898
D01	NF	OF	0.164454006
D01	NF	OF	0.144672705
D01	NF	OH	0.24062664
D01	NF	OH	0.195644108
D01	NF	OH	0.137032073
D01	NF	OR	0.256528959
D01	NF	OR	0.200085744
D01	NF	OR	0.211036556
D01	NF	ZF	0.173235595
D01	NF	ZF	0.129145708
D01	NF	ZF	0.250928216
D01	NF	ZH	0.163156126
D01	NF	ZH	0.158485091
D01	NF	ZH	0.206253713
D01	NF	ZR	0.114425637
D01	NF	ZR	0.144378752
D01	NF	ZR	0.161349512
D01	OF	NF	0.193424753
D01	OF	NF	0.201575337
D01	OF	NF	0.154061898
D01	OF	OF	0.05832468
D01	OF	OF	0.043032638
D01	OF	OH	0.143901696
D01	OF	OH	0.106596996
D01	OF	OH	0.065262654
D01	OF	OR	0.154992677
D01	OF	OR	0.072335628
D01	OF	OR	0.092123363
D01	OF	ZF	0.077711483
D01	OF	ZF	0.132541983
D01	OF	ZF	0.171091009
D01	OF	ZH	0.072784538
D01	OF	ZH	0.072805344
D01	OF	ZH	0.124836253
D01	OF	ZR	0.07377719
D01	OF	ZR	0.087194464
D01	OF	ZR	0.124660937
D01	OF	NF	0.209174782
D01	OF	NF	0.204477771
D01	OF	NF	0.164454006
D01	OF	OF	0.05832468
D01	OF	OF	0.089480247
D01	OF	OH	0.165628998
D01	OF	OH	0.127553387
D01	OF	OH	0.099677942
D01	OF	OR	0.114429898
D01	OF	OR	0.056578157
D01	OF	OR	0.101982417
D01	OF	ZF	0.110289102
D01	OF	ZF	0.18214721
D01	OF	ZF	0.159237501
D01	OF	ZH	0.094642054
D01	OF	ZH	0.115639232
D01	OF	ZH	0.120736778
D01	OF	ZR	0.112676418
D01	OF	ZR	0.134298602
D01	OF	ZR	0.174037146
D01	OF	NF	0.185366233
D01	OF	NF	0.221445701
D01	OF	NF	0.144672705
D01	OF	OF	0.043032638
D01	OF	OF	0.089480247
D01	OF	OH	0.161214098
D01	OF	OH	0.131244505
D01	OF	OH	0.082009777
D01	OF	OR	0.194148942
D01	OF	OR	0.106215583
D01	OF	OR	0.080821199
D01	OF	ZF	0.107612357
D01	OF	ZF	0.104399501
D01	OF	ZF	0.204471461
D01	OF	ZH	0.100122306
D01	OF	ZH	0.08111401
D01	OF	ZH	0.160367975
D01	OF	ZR	0.075437675
D01	OF	ZR	0.091281964
D01	OF	ZR	0.092443411
D01	OH	NF	0.278598004
D01	OH	NF	0.241555778
D01	OH	NF	0.24062664
D01	OH	OF	0.143901696
D01	OH	OF	0.165628998
D01	OH	OF	0.161214098
D01	OH	OH	0.050384747
D01	OH	OH	0.111662108
D01	OH	OR	0.14081827
D01	OH	OR	0.146540088
D01	OH	OR	0.173441106
D01	OH	ZF	0.119836344
D01	OH	ZF	0.217604292
D01	OH	ZF	0.122286551
D01	OH	ZH	0.115936354
D01	OH	ZH	0.137304809
D01	OH	ZH	0.096123767
D01	OH	ZR	0.160847229
D01	OH	ZR	0.136270494
D01	OH	ZR	0.205040038
D01	OH	NF	0.233972867
D01	OH	NF	0.203408781
D01	OH	NF	0.195644108
D01	OH	OF	0.106596996
D01	OH	OF	0.127553387
D01	OH	OF	0.131244505
D01	OH	OH	0.050384747
D01	OH	OH	0.067445408
D01	OH	OR	0.129490294
D01	OH	OR	0.10657773
D01	OH	OR	0.144630674
D01	OH	ZF	0.092000717
D01	OH	ZF	0.186766126
D01	OH	ZF	0.105949692
D01	OH	ZH	0.085876902
D01	OH	ZH	0.099113189
D01	OH	ZH	0.072310175
D01	OH	ZR	0.123006903
D01	OH	ZR	0.1073809
D01	OH	ZR	0.177414203
D01	OH	NF	0.170621736
D01	OH	NF	0.164204003
D01	OH	NF	0.137032073
D01	OH	OF	0.065262654
D01	OH	OF	0.099677942
D01	OH	OF	0.082009777
D01	OH	OH	0.111662108
D01	OH	OH	0.067445408
D01	OH	OR	0.164724029
D01	OH	OR	0.102865959
D01	OH	OR	0.130477671
D01	OH	ZF	0.06020335
D01	OH	ZF	0.13359583
D01	OH	ZF	0.150563717
D01	OH	ZH	0.054785925
D01	OH	ZH	0.066837135
D01	OH	ZH	0.103410857
D01	OH	ZR	0.072967961
D01	OH	ZR	0.067525221
D01	OH	ZR	0.13362173
D01	OR	NF	0.298903618
D01	OR	NF	0.246637543
D01	OR	NF	0.256528959
D01	OR	OF	0.154992677
D01	OR	OF	0.114429898
D01	OR	OF	0.194148942
D01	OR	OH	0.14081827
D01	OR	OH	0.129490294
D01	OR	OH	0.164724029
D01	OR	OR	0.093773783
D01	OR	OR	0.154410978
D01	OR	ZF	0.156111348
D01	OR	ZF	0.277772461
D01	OR	ZF	0.122659702
D01	OR	ZH	0.14481691
D01	OR	ZH	0.167076403
D01	OR	ZH	0.113760712
D01	OR	ZR	0.193393003
D01	OR	ZR	0.188749553
D01	OR	ZR	0.263240239
D01	OR	NF	0.240321929
D01	OR	NF	0.221853696
D01	OR	NF	0.200085744
D01	OR	OF	0.072335628
D01	OR	OF	0.056578157
D01	OR	OF	0.106215583
D01	OR	OH	0.146540088
D01	OR	OH	0.10657773
D01	OR	OH	0.102865959
D01	OR	OR	0.093773783
D01	OR	OR	0.075747742
D01	OR	ZF	0.10167249
D01	OR	ZF	0.187247115
D01	OR	ZF	0.158196171
D01	OR	ZH	0.091711679
D01	OR	ZH	0.099266185
D01	OR	ZH	0.109220914
D01	OR	ZR	0.114761722
D01	OR	ZR	0.12462249
D01	OR	ZR	0.173928016
D01	OR	NF	0.244030076
D01	OR	NF	0.264486666
D01	OR	NF	0.211036556
D01	OR	OF	0.092123363
D01	OR	OF	0.101982417
D01	OR	OF	0.080821199
D01	OR	OH	0.173441106
D01	OR	OH	0.144630674
D01	OR	OH	0.130477671
D01	OR	OR	0.154410978
D01	OR	OR	0.075747742
D01	OR	ZF	0.134408372
D01	OR	ZF	0.140052715
D01	OR	ZF	0.215920713
D01	OR	ZH	0.124475209
D01	OR	ZH	0.117093753
D01	OR	ZH	0.168370518
D01	OR	ZR	0.122630635
D01	OR	ZR	0.129102659
D01	OR	ZR	0.125940261
D01	ZF	NF	0.190281579
D01	ZF	NF	0.157397756
D01	ZF	NF	0.173235595
D01	ZF	OF	0.077711483
D01	ZF	OF	0.110289102
D01	ZF	OF	0.107612357
D01	ZF	OH	0.119836344
D01	ZF	OH	0.092000717
D01	ZF	OH	0.06020335
D01	ZF	OR	0.156111348
D01	ZF	OR	0.10167249
D01	ZF	OR	0.134408372
D01	ZF	ZF	0.155594329
D01	ZF	ZF	0.108049527
D01	ZF	ZH	0.028875301
D01	ZF	ZH	0.074278616
D01	ZF	ZH	0.064925479
D01	ZF	ZR	0.090899773
D01	ZF	ZR	0.057974148
D01	ZF	ZR	0.147661563
D01	ZF	NF	0.140792317
D01	ZF	NF	0.208438756
D01	ZF	NF	0.129145708
D01	ZF	OF	0.132541983
D01	ZF	OF	0.18214721
D01	ZF	OF	0.104399501
D01	ZF	OH	0.217604292
D01	ZF	OH	0.186766126
D01	ZF	OH	0.13359583
D01	ZF	OR	0.277772461
D01	ZF	OR	0.187247115
D01	ZF	OR	0.140052715
D01	ZF	ZF	0.155594329
D01	ZF	ZF	0.258623847
D01	ZF	ZH	0.14823629
D01	ZF	ZH	0.13316009
D01	ZF	ZH	0.208838261
D01	ZF	ZR	0.093839092
D01	ZF	ZR	0.111263261
D01	ZF	ZR	0.048509426
D01	ZF	NF	0.273591748
D01	ZF	NF	0.201102178
D01	ZF	NF	0.250928216
D01	ZF	OF	0.171091009
D01	ZF	OF	0.159237501
D01	ZF	OF	0.204471461
D01	ZF	OH	0.122286551
D01	ZF	OH	0.105949692
D01	ZF	OH	0.150563717
D01	ZF	OR	0.122659702
D01	ZF	OR	0.158196171
D01	ZF	OR	0.215920713
D01	ZF	ZF	0.108049527
D01	ZF	ZF	0.258623847
D01	ZF	ZH	0.115206995
D01	ZF	ZH	0.172929347
D01	ZF	ZH	0.057609774
D01	ZF	ZR	0.192493207
D01	ZF	ZR	0.158612652
D01	ZF	ZR	0.249210427
D01	ZH	NF	0.190057554
D01	ZH	NF	0.15531135
D01	ZH	NF	0.163156126
D01	ZH	OF	0.072784538
D01	ZH	OF	0.094642054
D01	ZH	OF	0.100122306
D01	ZH	OH	0.115936354
D01	ZH	OH	0.085876902
D01	ZH	OH	0.054785925
D01	ZH	OR	0.14481691
D01	ZH	OR	0.091711679
D01	ZH	OR	0.124475209
D01	ZH	ZF	0.028875301
D01	ZH	ZF	0.14823629
D01	ZH	ZF	0.115206995
D01	ZH	ZH	0.072037775
D01	ZH	ZH	0.064565925
D01	ZH	ZR	0.082988905
D01	ZH	ZR	0.055654508
D01	ZH	ZR	0.142776953
D01	ZH	NF	0.197057818
D01	ZH	NF	0.189192128
D01	ZH	NF	0.158485091
D01	ZH	OF	0.072805344
D01	ZH	OF	0.115639232
D01	ZH	OF	0.08111401
D01	ZH	OH	0.137304809
D01	ZH	OH	0.099113189
D01	ZH	OH	0.066837135
D01	ZH	OR	0.167076403
D01	ZH	OR	0.099266185
D01	ZH	OR	0.117093753
D01	ZH	ZF	0.074278616
D01	ZH	ZF	0.13316009
D01	ZH	ZF	0.172929347
D01	ZH	ZH	0.072037775
D01	ZH	ZH	0.118197791
D01	ZH	ZR	0.059142866
D01	ZH	ZR	0.058380889
D01	ZH	ZR	0.130701467
D01	ZH	NF	0.229304381
D01	ZH	NF	0.179499484
D01	ZH	NF	0.206253713
D01	ZH	OF	0.124836253
D01	ZH	OF	0.120736778
D01	ZH	OF	0.160367975
D01	ZH	OH	0.096123767
D01	ZH	OH	0.072310175
D01	ZH	OH	0.103410857
D01	ZH	OR	0.113760712
D01	ZH	OR	0.109220914
D01	ZH	OR	0.168370518
D01	ZH	ZF	0.064925479
D01	ZH	ZF	0.208838261
D01	ZH	ZF	0.057609774
D01	ZH	ZH	0.064565925
D01	ZH	ZH	0.118197791
D01	ZH	ZR	0.141097931
D01	ZH	ZR	0.106017255
D01	ZH	ZR	0.203158198
D01	ZR	NF	0.149275362
D01	ZR	NF	0.177935734
D01	ZR	NF	0.114425637
D01	ZR	OF	0.07377719
D01	ZR	OF	0.112676418
D01	ZR	OF	0.075437675
D01	ZR	OH	0.160847229
D01	ZR	OH	0.123006903
D01	ZR	OH	0.072967961
D01	ZR	OR	0.193393003
D01	ZR	OR	0.114761722
D01	ZR	OR	0.122630635
D01	ZR	ZF	0.090899773
D01	ZR	ZF	0.093839092
D01	ZR	ZF	0.192493207
D01	ZR	ZH	0.082988905
D01	ZR	ZH	0.059142866
D01	ZR	ZH	0.141097931
D01	ZR	ZR	0.050941187
D01	ZR	ZR	0.091387219
D01	ZR	NF	0.163770465
D01	ZR	NF	0.15745965
D01	ZR	NF	0.144378752
D01	ZR	OF	0.087194464
D01	ZR	OF	0.134298602
D01	ZR	OF	0.091281964
D01	ZR	OH	0.136270494
D01	ZR	OH	0.1073809
D01	ZR	OH	0.067525221
D01	ZR	OR	0.188749553
D01	ZR	OR	0.12462249
D01	ZR	OR	0.129102659
D01	ZR	ZF	0.057974148
D01	ZR	ZF	0.111263261
D01	ZR	ZF	0.158612652
D01	ZR	ZH	0.055654508
D01	ZR	ZH	0.058380889
D01	ZR	ZH	0.106017255
D01	ZR	ZR	0.050941187
D01	ZR	ZR	0.115422827
D01	ZR	NF	0.177229899
D01	ZR	NF	0.237775861
D01	ZR	NF	0.161349512
D01	ZR	OF	0.124660937
D01	ZR	OF	0.174037146
D01	ZR	OF	0.092443411
D01	ZR	OH	0.205040038
D01	ZR	OH	0.177414203
D01	ZR	OH	0.13362173
D01	ZR	OR	0.263240239
D01	ZR	OR	0.173928016
D01	ZR	OR	0.125940261
D01	ZR	ZF	0.147661563
D01	ZR	ZF	0.048509426
D01	ZR	ZF	0.249210427
D01	ZR	ZH	0.142776953
D01	ZR	ZH	0.130701467
D01	ZR	ZH	0.203158198
D01	ZR	ZR	0.091387219
D01	ZR	ZR	0.115422827
D02	NF	NF	0.160072524
D02	NF	NF	0.144277604
D02	NF	OF	0.147655091
D02	NF	OF	0.0925885
D02	NF	OF	0.080566185
D02	NF	OH	0.099280286
D02	NF	OH	0.075706762
D02	NF	OH	0.086120811
D02	NF	OR	0.094515974
D02	NF	OR	0.107174315
D02	NF	OR	0.092105445
D02	NF	ZF	0.077059127
D02	NF	ZF	0.136810019
D02	NF	ZF	0.195132904
D02	NF	ZH	0.080825749
D02	NF	ZH	0.109115116
D02	NF	ZH	0.129748135
D02	NF	ZR	0.127484349
D02	NF	ZR	0.087159349
D02	NF	ZR	0.081947654
D02	NF	NF	0.160072524
D02	NF	NF	0.019040733
D02	NF	OF	0.279741876
D02	NF	OF	0.098605518
D02	NF	OF	0.115999397
D02	NF	OH	0.087560433
D02	NF	OH	0.11370681
D02	NF	OH	0.197950983
D02	NF	OR	0.22756829
D02	NF	OR	0.247891334
D02	NF	OR	0.091740641
D02	NF	ZF	0.122537518
D02	NF	ZF	0.078913493
D02	NF	ZF	0.094118375
D02	NF	ZH	0.208995487
D02	NF	ZH	0.136777175
D02	NF	ZH	0.123160756
D02	NF	ZR	0.107765402
D02	NF	ZR	0.18687265
D02	NF	ZR	0.191837788
D02	NF	NF	0.144277604
D02	NF	NF	0.019040733
D02	NF	OF	0.264877125
D02	NF	OF	0.086544011
D02	NF	OF	0.103684469
D02	NF	OH	0.077140513
D02	NF	OH	0.101955257
D02	NF	OH	0.182262363
D02	NF	OR	0.21251502
D02	NF	OR	0.231879832
D02	NF	OR	0.081076922
D02	NF	ZF	0.111373876
D02	NF	ZF	0.0720129
D02	NF	ZF	0.099143859
D02	NF	ZH	0.192876682
D02	NF	ZH	0.124608755
D02	NF	ZH	0.114142751
D02	NF	ZR	0.099149554
D02	NF	ZR	0.174950853
D02	NF	ZR	0.179461804
D02	OF	NF	0.147655091
D02	OF	NF	0.279741876
D02	OF	NF	0.264877125
D02	OF	OF	0.186796854
D02	OF	OF	0.168971886
D02	OF	OH	0.207432344
D02	OF	OH	0.17714998
D02	OF	OH	0.126277958
D02	OF	OR	0.075104047
D02	OF	OR	0.08868838
D02	OF	OR	0.192456296
D02	OF	ZF	0.174014235
D02	OF	ZF	0.244198678
D02	OF	ZF	0.303871169
D02	OF	ZH	0.171781629
D02	OF	ZH	0.208606895
D02	OF	ZH	0.227489159
D02	OF	ZR	0.224549239
D02	OF	ZR	0.149723023
D02	OF	ZR	0.148307377
D02	OF	NF	0.0925885
D02	OF	NF	0.098605518
D02	OF	NF	0.086544011
D02	OF	OF	0.186796854
D02	OF	OF	0.032965313
D02	OF	OH	0.04922301
D02	OF	OH	0.057624634
D02	OF	OH	0.129165027
D02	OF	OR	0.149867815
D02	OF	OR	0.175482209
D02	OF	OR	0.032832165
D02	OF	ZF	0.061558739
D02	OF	ZF	0.084609831
D02	OF	ZF	0.143008055
D02	OF	ZH	0.14047726
D02	OF	ZH	0.09417281
D02	OF	ZH	0.105378436
D02	OF	ZR	0.094446829
D02	OF	ZR	0.127679902
D02	OF	ZR	0.131183873
D02	OF	NF	0.080566185
D02	OF	NF	0.115999397
D02	OF	NF	0.103684469
D02	OF	OF	0.168971886
D02	OF	OF	0.032965313
D02	OF	OH	0.069848097
D02	OF	OH	0.069117181
D02	OF	OH	0.118743715
D02	OF	OR	0.137700411
D02	OF	OR	0.165215166
D02	OF	OR	0.045690825
D02	OF	ZF	0.06676072
D02	OF	ZF	0.111326809
D02	OF	ZF	0.166978446
D02	OF	ZH	0.131986931
D02	OF	ZH	0.115168416
D02	OF	ZH	0.132315359
D02	OF	ZR	0.121391989
D02	OF	ZR	0.122313194
D02	OF	ZR	0.125181878
D02	OH	NF	0.099280286
D02	OH	NF	0.087560433
D02	OH	NF	0.077140513
D02	OH	OF	0.207432344
D02	OH	OF	0.04922301
D02	OH	OF	0.069848097
D02	OH	OH	0.040783925
D02	OH	OH	0.131597035
D02	OH	OR	0.159210963
D02	OH	OR	0.182333148
D02	OH	OR	0.039501581
D02	OH	ZF	0.059750567
D02	OH	ZF	0.062890641
D02	OH	ZF	0.12008314
D02	OH	ZH	0.146232982
D02	OH	ZH	0.075536128
D02	OH	ZH	0.078577501
D02	OH	ZR	0.066071797
D02	OH	ZR	0.114746073
D02	OH	ZR	0.120069773
D02	OH	NF	0.075706762
D02	OH	NF	0.11370681
D02	OH	NF	0.101955257
D02	OH	OF	0.17714998
D02	OH	OF	0.057624634
D02	OH	OF	0.069117181
D02	OH	OH	0.040783925
D02	OH	OH	0.09232383
D02	OH	OR	0.126768269
D02	OH	OR	0.147622003
D02	OH	OR	0.048010619
D02	OH	ZF	0.040928206
D02	OH	ZF	0.090673661
D02	OH	ZF	0.1521474
D02	OH	ZH	0.115433108
D02	OH	ZH	0.081489873
D02	OH	ZH	0.101001388
D02	OH	ZR	0.090210443
D02	OH	ZR	0.094620182
D02	OH	ZR	0.094163032
D02	OH	NF	0.086120811
D02	OH	NF	0.197950983
D02	OH	NF	0.182262363
D02	OH	OF	0.126277958
D02	OH	OF	0.129165027
D02	OH	OF	0.118743715
D02	OH	OH	0.131597035
D02	OH	OH	0.09232383
D02	OH	OR	0.066733532
D02	OH	OR	0.072553783
D02	OH	OR	0.126465555
D02	OH	ZF	0.104128458
D02	OH	ZF	0.17664284
D02	OH	ZF	0.241783458
D02	OH	ZH	0.116692322
D02	OH	ZH	0.154520472
D02	OH	ZH	0.17608858
D02	OH	ZR	0.170783994
D02	OH	ZR	0.107199843
D02	OH	ZR	0.106860148
D02	OR	NF	0.094515974
D02	OR	NF	0.22756829
D02	OR	NF	0.21251502
D02	OR	OF	0.075104047
D02	OR	OF	0.149867815
D02	OR	OF	0.137700411
D02	OR	OH	0.159210963
D02	OR	OH	0.126768269
D02	OR	OH	0.066733532
D02	OR	OR	0.035399662
D02	OR	OR	0.141536453
D02	OR	ZF	0.123713931
D02	OR	ZF	0.190732116
D02	OR	ZF	0.253084458
D02	OR	ZH	0.130328777
D02	OR	ZH	0.164388281
D02	OR	ZH	0.184412241
D02	OR	ZR	0.184085994
D02	OR	ZR	0.118876893
D02	OR	ZR	0.118475783
D02	OR	NF	0.107174315
D02	OR	NF	0.247891334
D02	OR	NF	0.231879832
D02	OR	OF	0.08868838
D02	OR	OF	0.175482209
D02	OR	OF	0.165215166
D02	OR	OH	0.182333148
D02	OR	OH	0.147622003
D02	OR	OH	0.072553783
D02	OR	OR	0.035399662
D02	OR	OR	0.173509318
D02	OR	ZF	0.136479348
D02	OR	ZF	0.212907774
D02	OR	ZF	0.27957875
D02	OR	ZH	0.138787123
D02	OR	ZH	0.17732776
D02	OR	ZH	0.19868006
D02	OR	ZR	0.202657164
D02	OR	ZR	0.128765734
D02	OR	ZR	0.126859029
D02	OR	NF	0.092105445
D02	OR	NF	0.091740641
D02	OR	NF	0.081076922
D02	OR	OF	0.192456296
D02	OR	OF	0.032832165
D02	OR	OF	0.045690825
D02	OR	OH	0.039501581
D02	OR	OH	0.048010619
D02	OR	OH	0.126465555
D02	OR	OR	0.141536453
D02	OR	OR	0.173509318
D02	OR	ZF	0.058898186
D02	OR	ZF	0.081119376
D02	OR	ZF	0.133047637
D02	OR	ZH	0.13379804
D02	OR	ZH	0.07869562
D02	OR	ZH	0.095579901
D02	OR	ZR	0.083631781
D02	OR	ZR	0.114459084
D02	OR	ZR	0.118733226
D02	ZF	NF	0.077059127
D02	ZF	NF	0.122537518
D02	ZF	NF	0.111373876
D02	ZF	OF	0.174014235
D02	ZF	OF	0.061558739
D02	ZF	OF	0.06676072
D02	ZF	OH	0.059750567
D02	ZF	OH	0.040928206
D02	ZF	OH	0.104128458
D02	ZF	OR	0.123713931
D02	ZF	OR	0.136479348
D02	ZF	OR	0.058898186
D02	ZF	ZF	0.084223598
D02	ZF	ZF	0.151940452
D02	ZF	ZH	0.11024404
D02	ZF	ZH	0.069652725
D02	ZF	ZH	0.087432371
D02	ZF	ZR	0.083680471
D02	ZF	ZR	0.077735697
D02	ZF	ZR	0.080682571
D02	ZF	NF	0.136810019
D02	ZF	NF	0.078913493
D02	ZF	NF	0.0720129
D02	ZF	OF	0.244198678
D02	ZF	OF	0.084609831
D02	ZF	OF	0.111326809
D02	ZF	OH	0.062890641
D02	ZF	OH	0.090673661
D02	ZF	OH	0.17664284
D02	ZF	OR	0.190732116
D02	ZF	OR	0.212907774
D02	ZF	OR	0.081119376
D02	ZF	ZF	0.084223598
D02	ZF	ZF	0.068914243
D02	ZF	ZH	0.176278933
D02	ZF	ZH	0.096838897
D02	ZF	ZH	0.070147776
D02	ZF	ZR	0.055580593
D02	ZF	ZR	0.138403804
D02	ZF	ZR	0.143568476
D02	ZF	NF	0.195132904
D02	ZF	NF	0.094118375
D02	ZF	NF	0.099143859
D02	ZF	OF	0.303871169
D02	ZF	OF	0.143008055
D02	ZF	OF	0.166978446
D02	ZF	OH	0.12008314
D02	ZF	OH	0.1521474
D02	ZF	OH	0.241783458
D02	ZF	OR	0.253084458
D02	ZF	OR	0.27957875
D02	ZF	OR	0.133047637
D02	ZF	ZF	0.151940452
D02	ZF	ZF	0.068914243
D02	ZF	ZH	0.237525062
D02	ZF	ZH	0.157448387
D02	ZF	ZH	0.129046951
D02	ZF	ZR	0.107080216
D02	ZF	ZR	0.199767896
D02	ZF	ZR	0.205437874
D02	ZH	NF	0.080825749
D02	ZH	NF	0.208995487
D02	ZH	NF	0.192876682
D02	ZH	OF	0.171781629
D02	ZH	OF	0.14047726
D02	ZH	OF	0.131986931
D02	ZH	OH	0.146232982
D02	ZH	OH	0.115433108
D02	ZH	OH	0.116692322
D02	ZH	OR	0.130328777
D02	ZH	OR	0.138787123
D02	ZH	OR	0.13379804
D02	ZH	ZF	0.11024404
D02	ZH	ZF	0.176278933
D02	ZH	ZF	0.237525062
D02	ZH	ZH	0.083917489
D02	ZH	ZH	0.110104729
D02	ZH	ZR	0.133277702
D02	ZH	ZR	0.071479444
D02	ZH	ZR	0.065860181
D02	ZH	NF	0.109115116
D02	ZH	NF	0.136777175
D02	ZH	NF	0.124608755
D02	ZH	OF	0.208606895
D02	ZH	OF	0.09417281
D02	ZH	OF	0.115168416
D02	ZH	OH	0.075536128
D02	ZH	OH	0.081489873
D02	ZH	OH	0.154520472
D02	ZH	OR	0.164388281
D02	ZH	OR	0.17732776
D02	ZH	OR	0.07869562
D02	ZH	ZF	0.069652725
D02	ZH	ZF	0.096838897
D02	ZH	ZF	0.157448387
D02	ZH	ZH	0.083917489
D02	ZH	ZH	0.032898767
D02	ZH	ZR	0.054502881
D02	ZH	ZR	0.075241107
D02	ZH	ZR	0.076776826
D02	ZH	NF	0.129748135
D02	ZH	NF	0.123160756
D02	ZH	NF	0.114142751
D02	ZH	OF	0.227489159
D02	ZH	OF	0.105378436
D02	ZH	OF	0.132315359
D02	ZH	OH	0.078577501
D02	ZH	OH	0.101001388
D02	ZH	OH	0.17608858
D02	ZH	OR	0.184412241
D02	ZH	OR	0.19868006
D02	ZH	OR	0.095579901
D02	ZH	ZF	0.087432371
D02	ZH	ZF	0.070147776
D02	ZH	ZF	0.129046951
D02	ZH	ZH	0.110104729
D02	ZH	ZH	0.032898767
D02	ZH	ZR	0.031732662
D02	ZH	ZR	0.094059175
D02	ZH	ZR	0.098634774
D02	ZR	NF	0.127484349
D02	ZR	NF	0.107765402
D02	ZR	NF	0.099149554
D02	ZR	OF	0.224549239
D02	ZR	OF	0.094446829
D02	ZR	OF	0.121391989
D02	ZR	OH	0.066071797
D02	ZR	OH	0.090210443
D02	ZR	OH	0.170783994
D02	ZR	OR	0.184085994
D02	ZR	OR	0.202657164
D02	ZR	OR	0.083631781
D02	ZR	ZF	0.083680471
D02	ZR	ZF	0.055580593
D02	ZR	ZF	0.107080216
D02	ZR	ZH	0.133277702
D02	ZR	ZH	0.054502881
D02	ZR	ZH	0.031732662
D02	ZR	ZR	0.100434729
D02	ZR	ZR	0.106933538
D02	ZR	NF	0.087159349
D02	ZR	NF	0.18687265
D02	ZR	NF	0.174950853
D02	ZR	OF	0.149723023
D02	ZR	OF	0.127679902
D02	ZR	OF	0.122313194
D02	ZR	OH	0.114746073
D02	ZR	OH	0.094620182
D02	ZR	OH	0.107199843
D02	ZR	OR	0.118876893
D02	ZR	OR	0.128765734
D02	ZR	OR	0.114459084
D02	ZR	ZF	0.077735697
D02	ZR	ZF	0.138403804
D02	ZR	ZF	0.199767896
D02	ZR	ZH	0.071479444
D02	ZR	ZH	0.075241107
D02	ZR	ZH	0.094059175
D02	ZR	ZR	0.100434729
D02	ZR	ZR	0.019006366
D02	ZR	NF	0.081947654
D02	ZR	NF	0.191837788
D02	ZR	NF	0.179461804
D02	ZR	OF	0.148307377
D02	ZR	OF	0.131183873
D02	ZR	OF	0.125181878
D02	ZR	OH	0.120069773
D02	ZR	OH	0.094163032
D02	ZR	OH	0.106860148
D02	ZR	OR	0.118475783
D02	ZR	OR	0.126859029
D02	ZR	OR	0.118733226
D02	ZR	ZF	0.080682571
D02	ZR	ZF	0.143568476
D02	ZR	ZF	0.205437874
D02	ZR	ZH	0.065860181
D02	ZR	ZH	0.076776826
D02	ZR	ZH	0.098634774
D02	ZR	ZR	0.106933538
D02	ZR	ZR	0.019006366
D03	NF	NF	0.193732644
D03	NF	NF	0.17178818
D03	NF	OF	0.350765078
D03	NF	OF	0.426615267
D03	NF	OF	0.370337007
D03	NF	OH	0.361820099
D03	NF	OH	0.406182008
D03	NF	OH	0.405736406
D03	NF	OR	0.491595352
D03	NF	OR	0.400804484
D03	NF	OR	0.363198929
D03	NF	ZF	0.358663018
D03	NF	ZF	0.259234606
D03	NF	ZF	0.291354116
D03	NF	ZH	0.425844939
D03	NF	ZH	0.393791588
D03	NF	ZR	0.388505648
D03	NF	ZR	0.395670595
D03	NF	ZR	0.499271164
D03	NF	NF	0.193732644
D03	NF	NF	0.034400036
D03	NF	OF	0.168674492
D03	NF	OF	0.246184584
D03	NF	OF	0.18890165
D03	NF	OH	0.179282686
D03	NF	OH	0.230930264
D03	NF	OH	0.232076787
D03	NF	OR	0.308021992
D03	NF	OR	0.214675732
D03	NF	OR	0.179811282
D03	NF	ZF	0.173195204
D03	NF	ZF	0.081330568
D03	NF	ZF	0.104408496
D03	NF	ZH	0.258809812
D03	NF	ZH	0.216058497
D03	NF	ZR	0.221973838
D03	NF	ZR	0.219561453
D03	NF	ZR	0.316132282
D03	NF	NF	0.17178818
D03	NF	NF	0.034400036
D03	NF	OF	0.185055143
D03	NF	OF	0.261188634
