D04_ZF	D04_ZF_R1_DNA	Paired end metagenomic sequencing of D04_ZF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D04-ZF-R1_1.fq.gz	D04-ZF-R1_2.fq.gz	D04-ZF-R1_orphans.fq.gz
D10_OR	D10_OR_R1_DNA	Paired end metagenomic sequencing of D10_OR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D10-OR-R1_1.fq.gz	D10-OR-R1_2.fq.gz	D10-OR-R1_orphans.fq.gz
D05_ZR	D05_ZR_R1_DNA	Paired end metagenomic sequencing of D05_ZR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D05-ZR-R1_1.fq.gz	D05-ZR-R1_2.fq.gz	D05-ZR-R1_orphans.fq.gz
D09_ZR	D09_ZR_R1_DNA	Paired end metagenomic sequencing of D09_ZR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D09-ZR-R1_1.fq.gz	D09-ZR-R1_2.fq.gz	D09-ZR-R1_orphans.fq.gz
D06_OR	D06_OR_R1_DNA	Paired end metagenomic sequencing of D06_OR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D06-OR-R1_1.fq.gz	D06-OR-R1_2.fq.gz	D06-OR-R1_orphans.fq.gz
D01_OH	D01_OH_R1_DNA	Paired end metagenomic sequencing of D01_OH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D01-OH-R1_1.fq.gz	D01-OH-R1_2.fq.gz	D01-OH-R1_orphans.fq.gz
D02_OR	D02_OR_R1_DNA	Paired end metagenomic sequencing of D02_OR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D02-OR-R1_1.fq.gz	D02-OR-R1_2.fq.gz	D02-OR-R1_orphans.fq.gz
D07_ZH	D07_ZH_R1_DNA	Paired end metagenomic sequencing of D07_ZH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D07-ZH-R1_1.fq.gz	D07-ZH-R1_2.fq.gz	D07-ZH-R1_orphans.fq.gz
D08_ZF	D08_ZF_R1_DNA	Paired end metagenomic sequencing of D08_ZF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D08-ZF-R1_1.fq.gz	D08-ZF-R1_2.fq.gz	D08-ZF-R1_orphans.fq.gz
D04_OF	D04_OF_R1_DNA	Paired end metagenomic sequencing of D04_OF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D04-OF-R1_1.fq.gz	D04-OF-R1_2.fq.gz	D04-OF-R1_orphans.fq.gz
D08_ZH	D08_ZH_R1_DNA	Paired end metagenomic sequencing of D08_ZH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D08-ZH-R1_1.fq.gz	D08-ZH-R1_2.fq.gz	D08-ZH-R1_orphans.fq.gz
D10_ZR	D10_ZR_R1_DNA	Paired end metagenomic sequencing of D10_ZR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D10-ZR-R1_1.fq.gz	D10-ZR-R1_2.fq.gz	D10-ZR-R1_orphans.fq.gz
D02_OH	D02_OH_R1_DNA	Paired end metagenomic sequencing of D02_OH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D02-OH-R1_1.fq.gz	D02-OH-R1_2.fq.gz	D02-OH-R1_orphans.fq.gz
D10_OH	D10_OH_R1_DNA	Paired end metagenomic sequencing of D10_OH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D10-OH-R1_1.fq.gz	D10-OH-R1_2.fq.gz	D10-OH-R1_orphans.fq.gz
D09_NF	D09_NF_R1_DNA	Paired end metagenomic sequencing of D09_NF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D09-NF-R1_1.fq.gz	D09-NF-R1_2.fq.gz	D09-NF-R1_orphans.fq.gz
D07_OR	D07_OR_R1_DNA	Paired end metagenomic sequencing of D07_OR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D07-OR-R1_1.fq.gz	D07-OR-R1_2.fq.gz	D07-OR-R1_orphans.fq.gz
D02_ZR	D02_ZR_R1_DNA	Paired end metagenomic sequencing of D02_ZR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D02-ZR-R1_1.fq.gz	D02-ZR-R1_2.fq.gz	D02-ZR-R1_orphans.fq.gz
D06_ZR	D06_ZR_R1_DNA	Paired end metagenomic sequencing of D06_ZR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D06-ZR-R1_1.fq.gz	D06-ZR-R1_2.fq.gz	D06-ZR-R1_orphans.fq.gz
D09_ZF	D09_ZF_R1_DNA	Paired end metagenomic sequencing of D09_ZF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D09-ZF-R1_1.fq.gz	D09-ZF-R1_2.fq.gz	D09-ZF-R1_orphans.fq.gz
D08_OF	D08_OF_R1_DNA	Paired end metagenomic sequencing of D08_OF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D08-OF-R1_1.fq.gz	D08-OF-R1_2.fq.gz	D08-OF-R1_orphans.fq.gz
D01_NF	D01_NF_R1_DNA	Paired end metagenomic sequencing of D01_NF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D01-NF-R1_1.fq.gz	D01-NF-R1_2.fq.gz	D01-NF-R1_orphans.fq.gz
D04_ZH	D04_ZH_R1_DNA	Paired end metagenomic sequencing of D04_ZH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D04-ZH-R1_1.fq.gz	D04-ZH-R1_2.fq.gz	D04-ZH-R1_orphans.fq.gz
D05_ZF	D05_ZF_R1_DNA	Paired end metagenomic sequencing of D05_ZF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D05-ZF-R1_1.fq.gz	D05-ZF-R1_2.fq.gz	D05-ZF-R1_orphans.fq.gz
D01_ZF	D01_ZF_R1_DNA	Paired end metagenomic sequencing of D01_ZF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D01-ZF-R1_1.fq.gz	D01-ZF-R1_2.fq.gz	D01-ZF-R1_orphans.fq.gz
D03_OR	D03_OR_R1_DNA	Paired end metagenomic sequencing of D03_OR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D03-OR-R1_1.fq.gz	D03-OR-R1_2.fq.gz	D03-OR-R1_orphans.fq.gz
D05_NF	D05_NF_R1_DNA	Paired end metagenomic sequencing of D05_NF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D05-NF-R1_1.fq.gz	D05-NF-R1_2.fq.gz	D05-NF-R1_orphans.fq.gz
D06_OH	D06_OH_R1_DNA	Paired end metagenomic sequencing of D06_OH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D06-OH-R1_1.fq.gz	D06-OH-R1_2.fq.gz	D06-OH-R1_orphans.fq.gz
D02_OR	D02_OR_R2_DNA	Paired end metagenomic sequencing of D02_OR_R2	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D02-OR-R2_1.fq.gz	D02-OR-R2_2.fq.gz	D02-OR-R2_orphans.fq.gz
D08_ZH	D08_ZH_R2_DNA	Paired end metagenomic sequencing of D08_ZH_R2	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D08-ZH-R2_1.fq.gz	D08-ZH-R2_2.fq.gz	D08-ZH-R2_orphans.fq.gz
D06_ZR	D06_ZR_R2_DNA	Paired end metagenomic sequencing of D06_ZR_R2	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D06-ZR-R2_1.fq.gz	D06-ZR-R2_2.fq.gz	D06-ZR-R2_orphans.fq.gz
