feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Intestinimonas	Temperature	Hot	0.037493663980583	0.00886103205855932	90	90	6.27919808518661e-05	0.00070829354400905
Phascolarctobacterium	Temperature	Hot	0.0803941158697546	0.0191536239547258	90	88	7.09712448722199e-05	0.000769765040537154
Clostridium	Temperature	Hot	0.724396309314859	0.173984197852602	90	90	8.01128544428483e-05	0.0008068508911744
crAss.like.viruses	Temperature	Hot	0.0384661763098262	0.00922451867295792	90	81	7.82918328349248e-05	0.0008068508911744
Romboutsia	Temperature	Hot	-0.0645489351418472	0.0161042086257027	90	89	0.000138950939875701	0.0013511781049982
Anaerobutyricum	Temperature	Hot	-0.114376580487329	0.0290912388379362	90	90	0.000181473300284385	0.00170584902267322
Anaeromassilibacillus	Temperature	Hot	0.00557936689853689	0.00144228376774651	90	90	0.000225742361237532	0.00205352728609626
Lachnospira	Temperature	Room Temp	-0.0887011011880188	0.0231833651397859	90	90	0.000260993202847795	0.00230000260009619
Streptococcus	Temperature	Hot	-0.131614388670573	0.0346884432174973	90	90	0.000290932460919769	0.00248615012058712
Oscillibacter	Temperature	Room Temp	0.269111808516134	0.0717223640453894	90	90	0.000335466716237495	0.00275773856903241
unclassified.Oscillospiraceae	Temperature	Hot	0.120034179312899	0.0320417524275343	90	90	0.000342272517433101	0.00275773856903241
unclassified.Christensenellaceae	Temperature	Hot	0.00508640617940725	0.00136265270829433	90	90	0.000358147166676044	0.00280548613896235
Streptomyces	Temperature	Hot	0.00210878187168652	0.000570477727792559	90	90	0.000404415881262902	0.0030823048247605
Lachnotalea	Temperature	Hot	0.00277376339554584	0.000778525697480406	90	90	0.000629489510132973	0.00467147478572364
Guerin_crAss_Alpha	Temperature	Hot	0.0224324194878803	0.00643953218449639	90	45	0.000814597535868542	0.00589016679781869
Enterorhabdus	Temperature	Hot	-0.00717512470623483	0.00207629741447142	90	81	0.000890950249147554	0.00628119925649025
Firmicutes..environmental.samples	Temperature	Hot	0.213443520055547	0.0633862460520699	90	90	0.00118087422078628	0.00812211049418858
Veillonella	Temperature	Hot	0.00317483327061463	0.000970755013388021	90	90	0.00159966534117966	0.0107406101479206
Intestinimonas	Temperature	Room Temp	0.0287531734091184	0.00886103205855932	90	90	0.00173154236658519	0.0113556964506285
Anaerostipes	Temperature	Hot	-0.224897887803397	0.0704209930351472	90	90	0.0020272061629628	0.012992548589898
Bilophila	Temperature	Room Temp	0.0224662871515353	0.00716200740457835	90	73	0.00240910977175359	0.0150970879029891
Klebsiella	Temperature	Hot	0.00959112029582596	0.0031010902892449	90	90	0.00275072477713031	0.0168631388511032
Enterobacter	Temperature	Hot	0.00284328846970242	0.000925481423417992	90	90	0.002925472661425	0.0173481791144349
unclassified.Peptococcaceae	Temperature	Room Temp	0.000600905808105811	0.000195792164961219	90	90	0.00295288155139317	0.0173481791144349
Butyricicoccus	Temperature	Hot	-0.0671761583610158	0.0219659180938229	90	90	0.00305034015381652	0.0175550188444134
unclassified.Ruminococcaceae	Temperature	Room Temp	0.448424629319051	0.147300049446537	90	90	0.00317900242862056	0.0176327850937937
Fusicatenibacter	Temperature	Room Temp	-0.150985129761178	0.0496132016946838	90	90	0.0031889079424946	0.0176327850937937
Blautia	Temperature	Hot	-1.23577319018734	0.409423507226851	90	90	0.00343287525525062	0.0182689973308496
Anaerotruncus	Temperature	Hot	0.00394501979526296	0.00130705108833468	90	90	0.00343353495934407	0.0182689973308496
Anaeromassilibacillus	Temperature	Room Temp	0.00434163050007624	0.00144228376774651	90	90	0.00351560208536056	0.0183592553346607
unclassified.Sutterellaceae	Temperature	Room Temp	0.00500887979333346	0.0016713276973593	90	90	0.00365585348955539	0.0187445578919022
Faecalicatena	Temperature	Hot	-0.00430523920650389	0.00144963049378306	90	90	0.00395733043553674	0.0199279854075243
Bifidobacterium	Temperature	Hot	-0.867538006907914	0.297061664000166	90	90	0.00456898993305855	0.0221038906307845
Desulfovibrio	Temperature	Hot	0.00799808136673955	0.00274263012916708	90	90	0.00462457286246911	0.0221038906307845
Erysipelotrichaceae..environmental.samples	Temperature	Hot	0.00445269179091174	0.00152612453090125	90	90	0.00460542147322766	0.0221038906307845
crAss.like.viruses	Temperature	Room Temp	0.0267777494705593	0.00922451867295792	90	81	0.00480550756096313	0.0225858855365267
Desulfovibrio	Temperature	Room Temp	0.00791813080030782	0.00274263012916708	90	90	0.00502903433578286	0.0232489784047667
unclassified.Coriobacteriaceae	Temperature	Hot	-0.0289391059563694	0.010430328833392	90	90	0.00691539685334229	0.0314539018168149
Collinsella	Temperature	Hot	-0.256114927106332	0.0945831022045198	90	90	0.00831916663484216	0.0366563279847733
Megamonas	Temperature	Room Temp	-0.277797249439757	0.102407955354873	90	54	0.00820951301653359	0.0366563279847733
Coprobacillus	Temperature	Hot	-0.10826083046024	0.040164969388832	90	90	0.00860782016006856	0.0373446966944513
unclassified.Eggerthellales	Temperature	Hot	-0.0126514419648576	0.0047118693371451	90	40	0.00885613578834242	0.0378398529138267
unclassified.Oscillospiraceae	Temperature	Room Temp	0.0847389952600059	0.0320417524275343	90	90	0.00988425952964576	0.0416024057814941
Bittarella	Temperature	Room Temp	0.00310489717699444	0.00118451249777538	90	90	0.0105286089506753	0.0436627606483887
Streptococcus	Temperature	Room Temp	-0.0891948767192622	0.0346884432174973	90	90	0.0120326291301753	0.0491768320972382
Shinella	Temperature	Hot	-0.00451226432369385	0.00176537488537425	90	64	0.0125320044185826	0.0504860749434328
Enterorhabdus	Temperature	Room Temp	-0.00527432142619092	0.00207629741447142	90	81	0.013063582562286	0.0518863420079528
Guerin_crAss_Alpha	Temperature	Room Temp	0.0162570128756044	0.00643953218449639	90	45	0.0136140295109803	0.0531819942453438
Agathobaculum	Temperature	Hot	-0.00206665317402281	0.000821448142922216	90	90	0.0139281373460889	0.0531819942453438
Intestinibacter	Temperature	Hot	-0.0099151563372419	0.00394222832697744	90	53	0.0139555587736008	0.0531819942453438
Coriobacteriaceae..environmental.samples	Temperature	Hot	-0.00460601460232594	0.00186676978281051	90	90	0.0158017591578471	0.0594146144335051
Mitsuokella	Temperature	Hot	-0.0451836592409319	0.0183886877091061	90	43	0.0162246385973184	0.0602019484795236
Dialister	Temperature	Room Temp	-0.0842563777885151	0.035315761375323	90	90	0.0194673165615829	0.0703818367995689
unclassified.Peptococcaceae	Temperature	Hot	0.000467967180663743	0.000195792164961219	90	90	0.0192556051143464	0.0703818367995689
Lachnospira	Temperature	Hot	-0.0548219733823127	0.0231833651397859	90	90	0.0205306019335954	0.0714769104354803
Monoglobus	Temperature	Hot	-0.00824406018652852	0.00347415918435604	90	69	0.0201084532190584	0.0714769104354803
Faecalitalea	Temperature	Hot	-0.00614770536353249	0.00259475027834254	90	70	0.0202956856640145	0.0714769104354803
Turicibacter	Temperature	Hot	-0.00941483654908712	0.00406033213772073	90	74	0.0230292938829671	0.0791983033536185
Megamonas	Temperature	Hot	-0.236648747835669	0.102407955354873	90	54	0.0234842991463952	0.0797900284251018
Carnobacterium	Temperature	Hot	0.00494299125116642	0.00214547314952615	90	90	0.0238901811864769	0.0802027511260297
unclassified.Lachnospiraceae	Temperature	Hot	-0.489751578521855	0.213961856579325	90	90	0.0247873801273926	0.080345301102583
Desulfotomaculum	Temperature	Hot	-0.00549905712374285	0.00239769744371392	90	90	0.0245137916179772	0.080345301102583
Coriobacteriaceae..environmental.samples	Temperature	Room Temp	-0.00427611885358913	0.00186676978281051	90	90	0.024684811465041	0.080345301102583
Proteobacteria..environmental.samples	Temperature	Room Temp	0.00878131362577581	0.00388355542672169	90	55	0.0265359974303877	0.0840803514086442
unclassified.Veillonellaceae	Temperature	Hot	-0.00370466322053951	0.00163682288063226	90	35	0.0263956046671428	0.0840803514086442
Butyricicoccus	Temperature	Room Temp	0.0492460891897715	0.0219659180938229	90	90	0.0278070510798754	0.0871287600502762
Acinetobacter	Temperature	Room Temp	0.0240740979257424	0.0108389988374907	90	90	0.0292473385906926	0.0896494508975577
Anaerotruncus	Temperature	Room Temp	0.00290574430465454	0.00130705108833468	90	90	0.0291018206118788	0.0896494508975577
Megasphaera	Temperature	Hot	-0.0417703725100745	0.0191314539155162	90	88	0.0320177955206807	0.0970862186756125
unclassified.Erysipelotrichaceae	Temperature	Hot	-0.0984444217795563	0.0454882352754487	90	90	0.0335107520214647	0.100532256064394
Lachnoclostridium	Temperature	Room Temp	-0.0309366367240525	0.0145489551906641	90	90	0.036633886036328	0.108744798549942
Dorea	Temperature	Hot	-0.147084184050306	0.0693336076817356	90	90	0.0370640734716683	0.108875715823026
Lachnotalea	Temperature	Room Temp	0.00163796935844672	0.000778525697480406	90	90	0.0386059591591659	0.112235881266853
Guerin_crAss_Delta	Temperature	Hot	0.0146301495572807	0.00698117257023869	90	45	0.0393563098044234	0.113249789437218
unclassified.Clostridiaceae	Temperature	Room Temp	0.0396969413691199	0.0194366451060296	90	90	0.044493481523014	0.126739007974646
Butyricimonas	Temperature	Hot	-0.0261986421774945	0.0130386279369874	90	82	0.0479635002929633	0.135257070826156
Escherichia	Temperature	Hot	0.0232600681132454	0.0116668203794783	90	90	0.0496812500502105	0.138713985288707
Megasphaera	Temperature	Room Temp	-0.0379240653150657	0.0191314539155162	90	88	0.0509688074016401	0.139545666866626
Neglecta	Temperature	Room Temp	-0.00427661943467822	0.00215547868064268	90	90	0.0507659167310064	0.139545666866626
Harryflintia	Temperature	Hot	0.00056878328639254	0.000288390757078537	90	90	0.052123709546943	0.141335443194596
Escherichia	Temperature	Room Temp	0.0227045599044861	0.0116668203794783	90	90	0.0552468987458539	0.14837738520315
Olsenella	Temperature	Hot	0.00988975433463989	0.00509910385667686	90	90	0.0560551272840834	0.149127791453882
Clostridium	Temperature	Room Temp	0.332062859713642	0.173984197852602	90	90	0.059995141749621	0.158118037134515
Catenibacterium	Temperature	Hot	-0.0114218133158643	0.00602425603344988	90	33	0.0616674582301268	0.161020585378664
Pseudomonas	Temperature	Room Temp	0.0694493940941905	0.0370312970289335	90	90	0.0644765286369719	0.166810835556203
Dialister	Temperature	Hot	-0.0654173646889408	0.035315761375323	90	90	0.0677578735822389	0.172141624776499
Harryflintia	Temperature	Room Temp	0.000534240449805345	0.000288390757078537	90	90	0.0677386986049698	0.172141624776499
unclassified.Desulfovibrionaceae	Temperature	Room Temp	0.000901246807236876	0.000490719392538616	90	76	0.0700812338141815	0.176454535139279
Parasutterella	Temperature	Room Temp	0.00671205289068001	0.00369068026844371	90	64	0.0728033853986306	0.181686324623131
Clostridioides	Temperature	Hot	-0.0133416522493138	0.00735933068434193	90	90	0.0736961836522331	0.182301085876577
Anaerostipes	Temperature	Room Temp	-0.127179659829394	0.0704209930351472	90	90	0.0747774805919151	0.183367387190609
Eisenbergiella	Temperature	Room Temp	-0.00664214834148945	0.00372178469525675	90	90	0.0782034965888285	0.190115396879738
unclassified.Coriobacteriaceae	Temperature	Room Temp	-0.0184312604035038	0.010430328833392	90	90	0.0811258525649386	0.193877037485701
Enterobacter	Temperature	Room Temp	0.00163640879726518	0.000925481423417992	90	90	0.0809426202068746	0.193877037485701
Ruminococcus	Temperature	Room Temp	-0.689479516026543	0.39544323483923	90	90	0.0851757419631568	0.196881633062379
Phascolarctobacterium	Temperature	Room Temp	0.0335844845225866	0.0191536239547258	90	88	0.0834572433503628	0.196881633062379
Agathobaculum	Temperature	Room Temp	0.00143622505197477	0.000821448142922216	90	90	0.0843282095651543	0.196881633062379
Sarcina	Temperature	Hot	-0.00186837348803018	0.00106936467160667	90	90	0.0845419053019112	0.196881633062379
Ruminococcus	Temperature	Hot	-0.687822073745487	0.39544323483923	90	90	0.0859145933081128	0.19697492124299
Clostridioides	Temperature	Room Temp	-0.0126246979111653	0.00735933068434193	90	90	0.0902294821662025	0.203852322426368
Eisenbergiella	Temperature	Hot	-0.0063674233620468	0.00372178469525675	90	90	0.0910829525734834	0.203852322426368
unclassified.Porphyromonadaceae	Temperature	Hot	-0.00110132496746142	0.000643530031527454	90	90	0.0909848683895075	0.203852322426368
Catabacter	Temperature	Room Temp	0.000935804366003343	0.000550397134901097	90	90	0.0930711321485601	0.206661883983417
Paraprevotella	Temperature	Room Temp	-0.00717523673305623	0.00424469154362715	90	90	0.0949438553069739	0.207551683694315
unclassified.Christensenellaceae	Temperature	Room Temp	0.00230749781514196	0.00136265270829433	90	90	0.0943722478726279	0.207551683694315
unclassified.Clostridiaceae	Temperature	Hot	0.0324086092933546	0.0194366451060296	90	90	0.0994458685012983	0.215721037825893
Blautia	Temperature	Room Temp	-0.677077596091336	0.409423507226851	90	90	0.102200893986038	0.218087909584965
Pseudomonas	Temperature	Hot	0.0612032489278583	0.0370312970289335	90	90	0.102402936581159	0.218087909584965
Guerin_crAss_Delta	Temperature	Room Temp	0.0115225928989403	0.00698117257023869	90	45	0.102857063740427	0.218087909584965
Akkermansia	Temperature	Room Temp	0.042398807413078	0.0257918068081746	90	90	0.104224639477502	0.219338420392953
Coprococcus	Temperature	Hot	-0.340799663723916	0.214530168523978	90	90	0.116199405671287	0.240942885288993
Faecalicatena	Temperature	Room Temp	-0.00230452138419729	0.00144963049378306	90	90	0.115940964596572	0.240942885288993
Veillonella	Temperature	Room Temp	0.00153759376213918	0.000970755013388021	90	90	0.117259376643067	0.241366016155803
Lactococcus	Temperature	Hot	0.00103534869604311	0.000661492627961617	90	90	0.121591261000615	0.248469098566473
