feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Clostridiales..environmental.samples	Method	XT	-0.054518353394905	0.0212187940819342	20	20	0.030220365683945	0.0588071980876768
Barnesiella	Method	XT	0.0684518291481979	0.027819059045408	20	18	0.0361225341321819	0.0684426962504499
Intestinimonas	Method	XT	-0.0338719644722708	0.0148028761066919	20	20	0.0479154069198903	0.0884592127751822
Desulfovibrio	Method	XT	-0.0466417704418404	0.0209776855286554	20	20	0.0532676899481688	0.0958818419067038
Hungatella	Method	XT	-0.0239328926547202	0.0113666205028965	20	20	0.0645352088792935	0.113330122909979
Lachnoclostridium	Method	XT	0.0201682406624563	0.0105803814646311	20	20	0.0890022432719489	0.152575274180484
Clostridium	Method	XT	-0.0566932313206422	0.0313488902439595	20	20	0.103988167972196	0.171054153251201
Carnobacterium	Method	XT	0.0288419137927619	0.0159774764832036	20	20	0.104533093653512	0.171054153251201
Escherichia	Method	XT	0.129494371766843	0.0736305481731088	20	20	0.112491592467639	0.179986547948222
Lachnospira	Method	XT	0.0468037157787215	0.0290759565348674	20	20	0.141922828631814	0.222140079597622
unclassified.Firmicutes.sensu.stricto..miscellaneous.	Method	XT	-0.0299262270403126	0.0195792859170437	20	20	0.1607484093626	0.246252882427813
Dysosmobacter	Method	XT	0.0344429803689358	0.0231849925931358	20	20	0.171555132292932	0.257332698439398
Erysipelatoclostridium	Method	XT	-0.072586605011292	0.0506320073659864	20	20	0.18549612298004	0.272565731725773
Sutterella	Method	XT	0.134203849413151	0.104995491782158	20	19	0.233162339228487	0.331147971143546
Eisenbergiella	Method	XT	0.0448868063710073	0.0352318413174884	20	20	0.234563146226678	0.331147971143546
Tyzzerella	Method	XT	-0.0162522753558704	0.018424400960968	20	20	0.400664964475281	0.554766873888851
Streptococcus	Method	XT	-0.0357977196435904	0.0416321671980406	20	20	0.412185696624238	0.557106908804829
Flavonifractor	Method	XT	0.0141629495172431	0.0166796667726595	20	20	0.417830181603622	0.557106908804829
unclassified.Rikenellaceae	Method	XT	0.0330899589054368	0.0426342724072563	20	20	0.457579502920196	0.599013167459165
Akkermansia	Method	XT	0.0317924103484998	0.0470284282684953	20	20	0.516018306784718	0.663452108723209
Lachnospiraceae..environmental.samples	Method	XT	-0.00535609960618757	0.00874473334438551	20	20	0.555368310368752	0.701517865728949
Alistipes	Method	XT	0.0233130641803051	0.0423137325745346	20	20	0.595073216888592	0.733530638714839
Lactobacillus	Method	XT	-0.0149006402797937	0.0275003769138293	20	20	0.60108760672466	0.733530638714839
unclassified.Lachnospiraceae	Method	XT	0.00740953332388372	0.0141292534054719	20	20	0.61266234142594	0.735194809711128
Ruminococcus	Method	XT	-0.00751454110151073	0.0202489492223559	20	20	0.719142486763833	0.808785864834531
Oscillibacter	Method	XT	0.0108316871903384	0.0325700318417371	20	20	0.747077103403408	0.808785864834531
Dialister	Method	XT	-0.0237431368710347	0.0730593575092359	20	20	0.752620179776578	0.808785864834531
Odoribacter	Method	XT	0.0107833157268892	0.0317187403425406	20	20	0.74168128458252	0.808785864834531
unclassified.Oscillospiraceae	Method	XT	-0.010649593251842	0.0273018283373028	20	20	0.705556531610064	0.808785864834531
crAss.like.viruses	Method	XT	-0.0218382004919064	0.0542795105218433	20	18	0.696830176570656	0.808785864834531
Butyricimonas	Method	XT	-0.0080306690562594	0.0218180035118778	20	18	0.721325076443567	0.808785864834531
Coprococcus	Method	XT	-0.00497937043824237	0.0207107085588681	20	20	0.815387940672982	0.863351937183157
Eubacterium	Method	XT	-0.00493243094347631	0.0288078225114676	20	20	0.867839687075864	0.892635106706602
Bilophila	Method	XT	-0.00734014816393156	0.0404820804746194	20	17	0.860135331464056	0.892635106706602
Clostridioides	Method	XT	-0.000627060856647443	0.0150724907569192	20	20	0.967723511139174	0.981353419746768
Faecalibacterium	Method	XT	-9.01205333352806e-05	0.0209359613156537	20	20	0.996659356363438	0.996659356363438
