Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,Curve Quality,Result Quality Issues
C21,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
C22,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
C23,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
C24,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D1,false,Sample,16S,Unknown,SYBR,10.534555126587637,0.9379854989563461,3.45071995149808,Amp,false,3,5,,
D2,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D3,false,Sample,16S,Unknown,SYBR,16.33914132004311,0.8911873762943611,3.533077335733989,Amp,false,3,9,,
D4,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D5,false,Sample,16S,Unknown,SYBR,19.775242691910293,0.896931846012216,3.4767744954491517,Amp,false,3,10,,
D6,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D7,false,Sample,16S,Unknown,SYBR,23.12072356524733,0.9587692009332295,3.417786156586385,Amp,false,3,11,,
D8,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D9,false,Sample,16S,Unknown,SYBR,24.019283005939755,0.8958670616511996,3.5206648638179536,Amp,false,3,14,,
D10,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D11,false,Sample,16S,Unknown,SYBR,25.023995775435345,0.8672266659757314,3.504608141836628,Amp,false,3,13,,
D12,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D13,false,Sample,16S,Unknown,SYBR,25.984839102624562,0.9179586044982222,3.480412304760878,Amp,false,3,13,,
D14,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D15,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D16,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D17,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D18,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D19,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D20,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D21,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D22,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D23,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
D24,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
E1,false,Sample,16S,Unknown,SYBR,12.185369182651879,0.896983089874648,3.456805372872993,Amp,false,3,6,,
E2,false,Sample,16S,Unknown,SYBR,11.977832993909853,0.8447678326356062,3.5283984369150705,Amp,false,3,6,,
E3,false,Sample,16S,Unknown,SYBR,15.630168512597272,0.8715750778358502,,Amp,false,3,8,,
E4,false,Sample,16S,Unknown,SYBR,15.401239816619448,0.7264156534388829,3.5006785985701496,Amp,false,3,8,,
E5,false,Sample,16S,Unknown,SYBR,Undetermined,0,,Inconclusive,false,3,39,,
E6,false,Sample,16S,Unknown,SYBR,Undetermined,0,,Inconclusive,false,3,39,,
E7,false,Sample,16S,Unknown,SYBR,Undetermined,0,,Inconclusive,false,3,39,,
E8,false,Sample,16S,Unknown,SYBR,Undetermined,0,,Inconclusive,false,3,39,,
E9,false,Sample,16S,Unknown,SYBR,23.099646008770385,0.8756099793003694,3.5326311306431917,Amp,false,3,12,,
E10,false,Sample,16S,Unknown,SYBR,23.311757895934313,0.8902913550349013,3.518800578387089,Amp,false,3,12,,
E11,false,Sample,16S,Unknown,SYBR,22.752670684233784,0.9143527900132098,3.4936744587212503,Amp,false,3,11,,
E12,false,Sample,16S,Unknown,SYBR,24.398122511812147,0.9199816450758431,3.5085286124192194,Amp,false,3,12,,
E13,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
E14,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
E15,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
E16,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
E17,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
E18,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
E19,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
E20,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
E21,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
E22,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
E23,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
E24,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F1,false,Sample,16S,Unknown,SYBR,12.055228728353821,0.9078365627685986,3.499435062939105,Amp,false,3,6,,
F2,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F3,false,Sample,16S,Unknown,SYBR,14.599376401809689,0.7593198620835718,3.510083587144592,Amp,false,3,7,,
F4,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F5,false,Sample,16S,Unknown,SYBR,Undetermined,0,,Inconclusive,false,3,39,,
F6,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F7,false,Sample,16S,Unknown,SYBR,Undetermined,0,,Inconclusive,false,3,39,,
F8,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F9,false,Sample,16S,Unknown,SYBR,22.916666884890624,0.8858603486999367,3.50758817861272,Amp,false,3,12,,
F10,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F11,false,Sample,16S,Unknown,SYBR,24.15543888889257,0.8801837490469925,3.513214238914189,Amp,false,3,13,,
F12,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F13,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F14,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F15,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F16,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F17,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F18,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F19,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F20,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F21,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F22,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F23,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
F24,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
G1,false,Sample,16S,Unknown,SYBR,6.327814202105369,0.9454933335576141,3.4750168014405656,Inconclusive,false,3,3,,
G2,false,Sample,16S,Unknown,SYBR,Undetermined,0,3.4830255306835265,Inconclusive,false,3,39,,
G3,false,Sample,16S,Unknown,SYBR,9.925834691084617,0.9189368294190113,3.5050414730207233,Amp,false,3,5,,
G4,false,Sample,16S,Unknown,SYBR,9.976004659007614,0.7600921271792365,3.495027313761095,Amp,false,3,5,,
G5,false,Sample,16S,Unknown,SYBR,13.065504333578687,0.7417924915468644,3.487096934551576,Amp,false,3,6,,
G6,false,Sample,16S,Unknown,SYBR,12.861427089832993,0.80406882041988,3.485382486983212,Amp,false,3,6,,
G7,false,Sample,16S,Unknown,SYBR,15.080551472869754,0.882253911761226,3.5162757784195433,Amp,false,3,8,,
G8,false,Sample,16S,Unknown,SYBR,15.229719375227184,0.8649458960130769,3.5274417808995477,Amp,false,3,8,,
G9,false,Sample,16S,Unknown,SYBR,Undetermined,0,,Inconclusive,false,3,39,,
G10,false,Sample,16S,Unknown,SYBR,Undetermined,0,,Inconclusive,false,3,39,,
G11,false,Sample,16S,Unknown,SYBR,21.72495099929577,0.8915627364789424,3.5150754945437104,Amp,false,3,11,,
G12,false,Sample,16S,Unknown,SYBR,21.37417796368714,0.8585279275635899,3.479928382988248,Amp,false,3,14,,
G13,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
G14,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
G15,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
G16,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
G17,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
G18,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
G19,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
G20,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
G21,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
G22,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
G23,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
G24,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H1,false,Sample,16S,Unknown,SYBR,6.018553625211036,0.9282803854203511,3.49184889212007,Inconclusive,false,3,3,,
H2,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H3,false,Sample,16S,Unknown,SYBR,Undetermined,0,3.4942271249293237,Inconclusive,false,3,39,,
H4,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H5,false,Sample,16S,Unknown,SYBR,12.181522832207186,0.7322334856225146,3.489709124480546,Amp,false,3,6,,
H6,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H7,false,Sample,16S,Unknown,SYBR,15.443460395840873,0.8680906196155499,3.530888106574882,Inconclusive,false,3,8,,
H8,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H9,false,Sample,16S,Unknown,SYBR,Undetermined,0,,Inconclusive,false,3,39,,
H10,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H11,false,Sample,16S,Unknown,SYBR,20.560091094072767,0.8380993448158479,3.489660906645975,Amp,false,3,12,,
H12,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H13,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H14,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H15,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H16,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H17,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H18,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H19,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H20,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H21,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H22,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H23,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
H24,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
I1,false,Sample,16S,Unknown,SYBR,11.73469638239759,0.9641880754777814,3.506269636201711,Amp,false,3,6,,
I2,false,Sample,16S,Unknown,SYBR,11.811607237853842,0.9135120526402373,3.5109684413075604,Amp,false,3,6,,
I3,false,Sample,16S,Unknown,SYBR,14.862255773315109,0.8718139764951723,3.4973910216350874,Amp,false,3,8,,
I4,false,Sample,16S,Unknown,SYBR,14.347744100709225,0.7761187407126943,3.489897350471855,Amp,false,3,7,,
I5,false,Sample,16S,Unknown,SYBR,18.70079564880733,0.8265398472617516,,Amp,false,3,10,,
I6,false,Sample,16S,Unknown,SYBR,17.380835788138853,0.8450581804334476,,Amp,false,3,10,,
I7,false,Sample,16S,Unknown,SYBR,20.569599672865863,0.8574801715812673,3.540881500789742,Amp,false,3,12,,
I8,false,Sample,16S,Unknown,SYBR,20.498972447250004,0.8035471439066968,3.4936280079552042,Amp,false,3,12,,
I9,false,Sample,16S,Unknown,SYBR,23.570171159048193,0.8689945586613689,3.4978946708895595,Amp,false,3,12,,
I10,false,Sample,16S,Unknown,SYBR,23.855880546975435,0.906816840580109,3.5065560673149303,Amp,false,3,13,,
I11,false,Sample,16S,Unknown,SYBR,25.74686140345566,0.8703253720244428,3.4965096199717154,Amp,false,3,13,,
I12,false,Sample,16S,Unknown,SYBR,25.864361588390167,0.8855404309821784,3.4829705681351197,Amp,false,3,14,,
I13,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
I14,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
I15,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
I16,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
I17,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
I18,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
I19,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
I20,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
I21,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
I22,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
I23,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
I24,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J1,false,Sample,16S,Unknown,SYBR,Undetermined,0,2.679092865983856,No Amp,false,3,39,,
J2,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J3,false,Sample,16S,Unknown,SYBR,14.526599488972536,0.884541187449596,3.5146719692358115,Amp,false,3,7,,
J4,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J5,false,Sample,16S,Unknown,SYBR,17.45004501969963,0.8426259323023929,,Amp,false,3,9,,
J6,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J7,false,Sample,16S,Unknown,SYBR,20.19913017702754,0.8325166942286591,3.499347285124761,Amp,false,3,12,,
J8,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J9,false,Sample,16S,Unknown,SYBR,24.14149755175501,0.8416094557038821,3.511745987966444,Amp,false,3,12,,
J10,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J11,false,Sample,16S,Unknown,SYBR,25.68457039473015,0.8842646741259191,3.5066244251850307,Amp,false,3,13,,
J12,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J13,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J14,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J15,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J16,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J17,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J18,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J19,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J20,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J21,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J22,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J23,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
J24,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
K1,false,Sample,16S,Unknown,SYBR,12.44376551729519,0.8903349870360577,3.4947385802246447,Amp,false,3,6,,
K2,false,Sample,16S,Unknown,SYBR,12.445155164012267,0.882048911835646,3.5123846003095993,Amp,false,3,6,,
K3,false,Sample,16S,Unknown,SYBR,15.662596630828958,0.846985866288065,3.5091618797804713,Inconclusive,false,3,8,,
K4,false,Sample,16S,Unknown,SYBR,14.378392757769436,0.8270903001952415,3.4588880817167738,Amp,false,3,8,,
K5,false,Sample,16S,Unknown,SYBR,Undetermined,0,,Inconclusive,false,3,39,,
K6,false,Sample,16S,Unknown,SYBR,18.14334694766412,0.8251262169040355,,Amp,false,3,10,,
K7,false,Sample,16S,Unknown,SYBR,21.16149036434294,0.8354606162994186,3.5261454440791145,Amp,false,3,11,,
K8,false,Sample,16S,Unknown,SYBR,21.6830524086726,0.8962052399760607,3.524497500865849,Amp,false,3,13,,
K9,false,Sample,16S,Unknown,SYBR,24.45394180844928,0.8547928892979794,3.485407582088235,Amp,false,3,12,,
K10,false,Sample,16S,Unknown,SYBR,23.590741334184024,0.708190346631569,3.4958728054392965,Amp,false,3,14,,
K11,false,Sample,16S,Unknown,SYBR,25.421582529156673,0.867603766052758,3.50195455720452,Amp,false,3,13,,
K12,false,Sample,16S,Unknown,SYBR,25.49633020453785,0.8796536566039842,3.507709094199824,Amp,false,3,13,,
K13,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
K14,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
K15,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
K16,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
K17,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
K18,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
K19,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
K20,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
K21,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
K22,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
K23,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
K24,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L1,false,Sample,16S,Unknown,SYBR,12.45374122494913,0.9034926225091274,3.5065031568225398,Amp,false,3,6,,
L2,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L3,false,Sample,16S,Unknown,SYBR,15.462896503367926,0.8626399015574946,3.5177763220711094,Amp,false,3,8,,
L4,true,Sample,16S,Unknown,SYBR,Undetermined,Undetermined,,N/A,false,0,0,,
L5,false,Sample,16S,Unknown,SYBR,Undetermined,0,,Inconclusive,false,3,39,,
