sample	tax.level	method	value
NCO-B1-R3-B_S31_L004	genus	simpson	0.982
D07-ZR-R3-A_S9_L004	genus	simpson	0.63
D03-OF-R2-A_S4_L002	genus	simpson	0.9
D02-ZF-R3-B_S43_L003	genus	simpson	0.889
D09-ZH-R2-B_S52_L002	genus	simpson	0.838
D04-OF-R1-A_S91_L002	genus	simpson	0.76
D03-NF-R3-A_S14_L003	genus	simpson	0.882
D10-ZF-R1-B_S118_L002	genus	simpson	0.745
D10-OF-R1-A_S87_L002	genus	simpson	0.95
D05-NF-R3-A_S4_L003	genus	simpson	0.91
D03-ZR-R1-A_S93_L002	genus	simpson	0.819
D08-ZR-R2-A_S25_L002	genus	simpson	0.782
D09-OR-R3-A_S14_L004	genus	simpson	0.772
D10-ZR-R3-A_S28_L004	genus	simpson	0.739
D01-ZH-R3-B_S54_L003	genus	simpson	0.818
NCO-B3-R3-B_S34_L004	genus	simpson	0.987
D03-ZH-R3-B_S41_L003	genus	simpson	0.59
D02-ZF-R1-A_S23_L001	genus	simpson	0.844
D02-NF-R3-A_S25_L003	genus	simpson	0.879
D04-NF-R1-B_S49_L001	genus	simpson	0.917
D04-NF-R2-A_S8_L002	genus	simpson	0.922
D09-OR-R1-B_S64_L001	genus	simpson	0.714
D03-ZF-R2-A_S21_L001	genus	simpson	0.841
PCO-B3-R1-B_S97_L002	genus	simpson	0.586
PCO-B4-R1-A_S25_L001	genus	simpson	0.708
D05-ZF-R3-B_S53_L004	genus	simpson	0.874
D07-OF-R3-B_S61_L003	genus	simpson	0.816
D08-OF-R1-A_S75_L002	genus	simpson	0.781
D08-ZR-R1-B_S112_L002	genus	simpson	0.874
D06-ZF-R1-A_S21_L001	genus	simpson	0.847
D04-ZH-R3-B_S58_L003	genus	simpson	0.857
D06-ZH-R2-B_S43_L002	genus	simpson	0.465
PCO-B2-R1-A_S18_L001	genus	simpson	0.747
D07-OR-R3-B_S49_L003	genus	simpson	0.843
PCO-B1-R2-A_S31_L001	genus	simpson	0.73
D01-OF-R3-A_S18_L004	genus	simpson	0.862
D01-ZR-R2-B_S47_L001	genus	simpson	0.904
D02-NF-R3-B_S57_L003	genus	simpson	0.882
D07-NF-R2-B_S33_L002	genus	simpson	0.919
D04-OF-R3-A_S29_L004	genus	simpson	0.925
D03-NF-R2-A_S32_L001	genus	simpson	0.888
D08-ZH-R2-A_S1_L002	genus	simpson	0.696
D10-ZH-R2-A_S6_L002	genus	simpson	0.208
D10-ZF-R2-A_S11_L001	genus	simpson	0.718
D08-OR-R2-B_S40_L001	genus	simpson	0.858
D02-ZF-R2-B_S44_L002	genus	simpson	0.896
D01-ZR-R1-A_S8_L001	genus	simpson	0.881
D04-OR-R2-B_S55_L001	genus	simpson	0.782
D09-OR-R2-B_S54_L001	genus	simpson	0.812
D08-ZR-R2-B_S56_L002	genus	simpson	0.781
D04-ZF-R2-B_S57_L002	genus	simpson	0.924
D08-ZH-R1-B_S33_L001	genus	simpson	0.639
D02-ZR-R1-A_S96_L002	genus	simpson	0.766
D09-ZH-R3-B_S37_L004	genus	simpson	0.833
D04-ZR-R2-B_S62_L002	genus	simpson	0.921
D05-ZR-R1-A_S29_L001	genus	simpson	0.888
PCO-B3-R1-A_S65_L002	genus	simpson	0.44
D10-ZR-R1-A_S9_L001	genus	simpson	0.577
D06-ZF-R2-A_S24_L002	genus	simpson	0.862
D05-OF-R3-A_S22_L004	genus	simpson	0.893
D08-ZF-R1-B_S36_L001	genus	simpson	0.83
D02-OR-R2-A_S30_L001	genus	simpson	0.708
D10-ZF-R3-B_S39_L004	genus	simpson	0.696
D06-OR-R2-B_S36_L001	genus	simpson	0.823
D04-OF-R1-B_S123_L002	genus	simpson	0.722
D09-OF-R2-B_S45_L001	genus	simpson	0.729
D03-ZH-R2-B_S38_L002	genus	simpson	0.62
D02-OF-R3-A_S16_L004	genus	simpson	0.855
D10-ZH-R3-A_S17_L004	genus	simpson	0.18
D08-OR-R2-A_S8_L001	genus	simpson	0.842
D01-ZR-R3-A_S21_L003	genus	simpson	0.643
D05-ZR-R3-A_S6_L004	genus	simpson	0.889
D09-ZR-R3-A_S19_L004	genus	simpson	0.755
D04-OR-R3-A_S18_L003	genus	simpson	0.786
D04-ZH-R3-A_S26_L003	genus	simpson	0.851
D07-OF-R3-A_S29_L003	genus	simpson	0.805
NCO-B4-R1-A_S81_L002	genus	simpson	0.941
D05-ZF-R2-B_S58_L002	genus	simpson	0.911
D03-ZF-R2-B_S53_L001	genus	simpson	0.882
D07-ZF-R2-B_S61_L001	genus	simpson	0.772
D03-NF-R2-B_S64_L001	genus	simpson	0.882
D06-NF-R2-B_S50_L001	genus	simpson	0.869
D03-ZF-R3-B_S56_L003	genus	simpson	0.861
D10-NF-R2-B_S49_L002	genus	simpson	0.851
D08-OF-R1-B_S107_L002	genus	simpson	0.79
D09-OR-R1-A_S32_L001	genus	simpson	0.716
D02-ZF-R2-A_S13_L002	genus	simpson	0.896
D04-ZH-R2-A_S9_L001	genus	simpson	0.867
D02-NF-R2-A_S26_L001	genus	simpson	0.901
D03-OF-R3-A_S2_L003	genus	simpson	0.903
D01-ZF-R3-B_S39_L003	genus	simpson	0.715
D06-OR-R1-B_S111_L002	genus	simpson	0.79
D01-NF-R1-A_S89_L002	genus	simpson	0.762
D05-OF-R1-A_S71_L002	genus	simpson	0.892
D03-OR-R3-A_S27_L003	genus	simpson	0.881
D06-OR-R2-A_S4_L001	genus	simpson	0.774
D01-ZH-R1-A_S95_L002	genus	simpson	0.836
D04-ZF-R2-A_S26_L002	genus	simpson	0.929
D03-OR-R3-B_S59_L003	genus	simpson	0.889
D10-ZF-R3-A_S10_L004	genus	simpson	0.697
D01-NF-R1-B_S121_L002	genus	simpson	0.763
D02-ZH-R3-A_S23_L004	genus	simpson	0.511
D05-OF-R2-A_S25_L001	genus	simpson	0.892
D09-OF-R3-A_S7_L004	genus	simpson	0.709
D05-ZH-R1-A_S78_L002	genus	simpson	0.705
D09-OF-R2-A_S13_L001	genus	simpson	0.732
D03-NF-R1-A_S20_L001	genus	simpson	0.866
D02-NF-R1-B_S126_L002	genus	simpson	0.895
D07-ZR-R1-A_S10_L001	genus	simpson	0.506
NCO-B2-R2-A_S10_L002	genus	simpson	0.969
D01-OR-R2-B_S42_L002	genus	simpson	0.848
D02-OR-R1-B_S105_L002	genus	simpson	0.738
D07-ZF-R3-B_S56_L004	genus	simpson	0.854
D05-ZH-R2-A_S16_L002	genus	simpson	0.813
D06-NF-R1-B_S37_L001	genus	simpson	0.81
D09-ZF-R3-A_S11_L004	genus	simpson	0.755
D08-ZF-R3-B_S40_L003	genus	simpson	0.745
NCO-B4-R3-B_S55_L003	genus	simpson	0.939
D06-ZH-R2-A_S12_L002	genus	simpson	0.467
D02-ZF-R1-B_S55_L001	genus	simpson	0.842
D08-ZR-R1-A_S80_L002	genus	simpson	0.871
D04-ZH-R2-B_S41_L001	genus	simpson	0.858
D04-ZR-R1-A_S70_L002	genus	simpson	0.876
D02-NF-R2-B_S58_L001	genus	simpson	0.899
D07-ZH-R3-B_S49_L004	genus	simpson	0.797
D06-ZR-R3-B_S52_L003	genus	simpson	0.764
D07-NF-R1-A_S14_L001	genus	simpson	0.919
D02-OR-R1-A_S73_L002	genus	simpson	0.691
D07-ZH-R2-B_S51_L002	genus	simpson	0.799
D09-ZH-R1-A_S30_L001	genus	simpson	0.754
D06-ZF-R3-A_S3_L004	genus	simpson	0.848
D05-ZH-R2-B_S47_L002	genus	simpson	0.81
D05-NF-R3-B_S36_L003	genus	simpson	0.56
D07-ZF-R3-A_S27_L004	genus	simpson	0.861
NCO-B4-R3-A_S23_L003	genus	simpson	0.93
D05-ZH-R3-A_S26_L004	genus	simpson	0.727
D08-ZR-R3-B_S63_L003	genus	simpson	0.749
D07-NF-R2-A_S2_L002	genus	simpson	0.916
NCO-B2-R3-A_S28_L003	genus	simpson	0.933
D10-ZR-R2-B_S51_L001	genus	simpson	0.53
D01-NF-R3-B_S44_L003	genus	simpson	0.417
NCO-B3-R1-B_S114_L002	genus	simpson	0.932
D07-ZF-R1-A_S85_L002	genus	simpson	0.838
D02-ZR-R2-A_S9_L002	genus	simpson	0.79
D10-ZR-R2-A_S19_L001	genus	simpson	0.538
PCO-B1-R1-A_S7_L001	genus	simpson	0.692
D10-ZH-R2-B_S37_L002	genus	simpson	0.199
D06-OR-R3-A_S1_L004	genus	simpson	0.789
D09-OR-R2-A_S22_L001	genus	simpson	0.758
NCO-B2-R1-A_S67_L002	genus	simpson	0.964
D04-OR-R2-A_S23_L001	genus	simpson	0.806
D07-OR-R2-B_S45_L002	genus	simpson	0.937
D09-NF-R2-B_S46_L002	genus	simpson	0.772
D06-ZF-R2-B_S55_L002	genus	simpson	0.862
D10-OF-R3-A_S32_L003	genus	simpson	0.492
D03-OR-R1-B_S45_L001	genus	simpson	0.839
D02-ZR-R2-B_S40_L002	genus	simpson	0.79
NCO-B1-R2-A_S3_L001	genus	simpson	0.963
D04-ZF-R3-A_S3_L003	genus	simpson	0.92
D02-OF-R2-A_S19_L002	genus	simpson	0.877
D08-OR-R3-B_S51_L003	genus	simpson	0.835
D03-OR-R2-B_S52_L001	genus	simpson	0.92
D07-ZR-R3-B_S38_L004	genus	simpson	0.609
D07-OF-R2-A_S28_L002	genus	simpson	0.853
D01-ZR-R1-B_S40_L001	genus	simpson	0.886
D01-OF-R1-B_S47_L001	genus	simpson	0.863
D03-ZR-R2-A_S5_L001	genus	simpson	0.868
D06-ZF-R1-B_S53_L001	genus	simpson	0.846
D08-NF-R1-A_S6_L001	genus	simpson	0.598
D07-OF-R1-B_S98_L002	genus	simpson	0.755
D05-OF-R1-B_S103_L002	genus	simpson	0.893
D03-OR-R1-A_S13_L001	genus	simpson	0.871
D03-OF-R1-A_S16_L001	genus	simpson	0.875
D09-ZR-R2-A_S5_L002	genus	simpson	0.807
D01-ZF-R2-A_S17_L002	genus	simpson	0.714
D06-NF-R2-A_S18_L001	genus	simpson	0.869
D06-ZR-R3-A_S20_L003	genus	simpson	0.761
NCO-B3-R2-A_S12_L001	genus	simpson	0.969
D04-ZR-R3-A_S16_L003	genus	simpson	0.812
D01-NF-R3-A_S12_L003	genus	simpson	0.392
D07-ZH-R2-A_S20_L002	genus	simpson	0.796
D10-ZH-R1-B_S51_L001	genus	simpson	0.186
D01-NF-R2-B_S42_L001	genus	simpson	0.671
D09-OF-R1-B_S106_L002	genus	simpson	0.688
D03-ZR-R3-B_S38_L003	genus	simpson	0.895
D04-OF-R2-A_S27_L001	genus	simpson	0.902
D01-OR-R3-A_S12_L004	genus	simpson	0.948
D06-OF-R2-B_S53_L002	genus	simpson	0.709
D08-ZF-R2-A_S6_L001	genus	simpson	0.891
D10-OF-R1-B_S119_L002	genus	simpson	0.928
D05-ZF-R3-A_S24_L004	genus	simpson	0.874
D09-NF-R1-B_S60_L001	genus	simpson	0.742
NCO-B4-R2-B_S46_L001	genus	simpson	0.975
D10-NF-R3-A_S15_L003	genus	simpson	0.863
NCO-B3-R1-A_S82_L002	genus	simpson	0.919
D03-OF-R2-B_S35_L002	genus	simpson	0.902
D04-ZH-R1-B_S59_L001	genus	simpson	0.872
D08-OF-R2-A_S1_L001	genus	simpson	0.78
D09-OF-R3-B_S36_L004	genus	simpson	0.691
D02-ZH-R2-A_S29_L002	genus	simpson	0.558
D01-ZR-R3-B_S53_L003	genus	simpson	0.651
D07-OR-R3-A_S17_L003	genus	simpson	0.834
D08-NF-R3-B_S50_L004	genus	simpson	0.532
D09-OR-R3-B_S43_L004	genus	simpson	0.84
D01-NF-R2-A_S10_L001	genus	simpson	0.708
D02-OF-R1-A_S88_L002	genus	simpson	0.869
D02-ZR-R1-B_S128_L002	genus	simpson	0.755
D05-ZR-R2-A_S7_L001	genus	simpson	0.869
D01-OF-R2-A_S23_L002	genus	simpson	0.854
D03-ZR-R1-B_S125_L002	genus	simpson	0.831
D05-ZF-R1-A_S3_L001	genus	simpson	0.796
D03-ZF-R1-A_S69_L002	genus	simpson	0.913
D08-OR-R1-B_S54_L001	genus	simpson	0.856
D09-ZH-R3-A_S8_L004	genus	simpson	0.82
D09-ZF-R1-A_S83_L002	genus	simpson	0.774
D03-OR-R2-A_S20_L001	genus	simpson	0.901
D08-ZF-R3-A_S8_L003	genus	simpson	0.734
D01-ZH-R2-B_S34_L001	genus	simpson	0.782
D04-NF-R1-A_S17_L001	genus	simpson	0.914
D09-ZF-R2-A_S24_L001	genus	simpson	0.732
D03-ZH-R2-A_S7_L002	genus	simpson	0.634
D02-OF-R1-B_S120_L002	genus	simpson	0.87
D04-OF-R3-B_S58_L004	genus	simpson	0.926
D10-ZH-R3-B_S46_L004	genus	simpson	0.182
D06-OF-R2-A_S22_L002	genus	simpson	0.715
D10-NF-R1-A_S92_L002	genus	simpson	0.885
PCO-B4-R1-B_S57_L001	genus	simpson	0.721
D02-OR-R2-B_S62_L001	genus	simpson	0.757
D09-NF-R1-A_S28_L001	genus	simpson	0.781
D08-ZF-R2-B_S38_L001	genus	simpson	0.891
D08-NF-R1-B_S38_L001	genus	simpson	0.55
D08-ZH-R2-B_S32_L002	genus	simpson	0.647
D09-ZF-R2-B_S56_L001	genus	simpson	0.761
D04-ZF-R3-B_S35_L003	genus	simpson	0.926
D05-ZF-R1-B_S35_L001	genus	simpson	0.823
D09-ZF-R1-B_S115_L002	genus	simpson	0.771
PCO-B1-R2-B_S63_L001	genus	simpson	0.741
D07-OR-R2-A_S14_L002	genus	simpson	0.929
NCO-B4-R1-B_S113_L002	genus	simpson	0.953
D04-ZR-R3-B_S48_L003	genus	simpson	0.81
D05-NF-R2-B_S34_L002	genus	simpson	0.915
D08-NF-R2-B_S49_L001	genus	simpson	0.906
D05-NF-R1-A_S77_L002	genus	simpson	0.92
D07-OF-R1-A_S66_L002	genus	simpson	0.826
PCO-B1-R1-B_S39_L001	genus	simpson	0.686
D06-NF-R3-B_S44_L004	genus	simpson	0.848
D08-NF-R3-A_S21_L004	genus	simpson	0.524
D09-NF-R3-B_S42_L003	genus	simpson	0.19
D04-ZR-R1-B_S102_L002	genus	simpson	0.867
D03-ZH-R3-A_S9_L003	genus	simpson	0.748
D04-ZF-R1-A_S24_L001	genus	simpson	0.926
D09-OF-R1-A_S74_L002	genus	simpson	0.684
D04-NF-R3-A_S30_L003	genus	simpson	0.883
D05-ZR-R3-B_S35_L004	genus	simpson	0.889
D10-ZR-R1-B_S41_L001	genus	simpson	0.553
D08-ZF-R1-A_S4_L001	genus	simpson	0.83
D05-NF-R2-A_S3_L002	genus	simpson	0.91
D08-OR-R1-A_S22_L001	genus	simpson	0.862
D04-ZR-R2-A_S31_L002	genus	simpson	0.924
D06-OF-R3-A_S13_L003	genus	simpson	0.776
D10-NF-R2-A_S18_L002	genus	simpson	0.862
D04-OF-R2-B_S59_L001	genus	simpson	0.911
D08-OF-R3-A_S4_L004	genus	simpson	0.806
D04-NF-R2-B_S39_L002	genus	simpson	0.921
D07-NF-R1-B_S46_L001	genus	simpson	0.92
NCO-B1-R2-B_S35_L001	genus	simpson	0.965
NCO-B3-R3-A_S5_L004	genus	simpson	0.988
D07-ZH-R1-A_S12_L001	genus	simpson	0.761
D05-ZH-R3-B_S55_L004	genus	simpson	0.689
D07-OR-R1-A_S26_L001	genus	simpson	0.936
D06-NF-R3-A_S15_L004	genus	simpson	0.848
D01-ZR-R2-A_S15_L001	genus	simpson	0.904
D06-ZH-R3-A_S5_L003	genus	simpson	0.52
D08-ZH-R3-B_S33_L003	genus	simpson	0.654
D09-NF-R2-A_S15_L002	genus	simpson	0.78
D06-OR-R1-A_S79_L002	genus	simpson	0.787
D02-ZH-R3-B_S52_L004	genus	simpson	0.605
D05-NF-R1-B_S109_L002	genus	simpson	0.913
D04-OR-R3-B_S50_L003	genus	simpson	0.808
D09-NF-R3-A_S10_L003	genus	simpson	0.208
D03-ZF-R3-A_S24_L003	genus	simpson	0.892
D06-NF-R1-A_S5_L001	genus	simpson	0.81
D02-OF-R2-B_S50_L002	genus	simpson	0.879
D03-ZR-R2-B_S37_L001	genus	simpson	0.844
D06-OF-R1-A_S84_L002	genus	simpson	0.924
D10-OF-R2-A_S16_L001	genus	simpson	0.465
D01-OR-R1-A_S11_L001	genus	simpson	0.898
D01-ZH-R2-A_S2_L001	genus	simpson	0.789
D02-NF-R1-A_S94_L002	genus	simpson	0.895
D05-ZH-R1-B_S110_L002	genus	simpson	0.767
D08-ZH-R3-A_S1_L003	genus	simpson	0.641
D06-ZR-R2-A_S28_L001	genus	simpson	0.811
D06-ZF-R3-B_S32_L004	genus	simpson	0.843
D09-ZF-R3-B_S40_L004	genus	simpson	0.725
D10-NF-R3-B_S47_L003	genus	simpson	0.904
D01-ZH-R1-B_S127_L002	genus	simpson	0.837
D06-ZR-R1-A_S31_L001	genus	simpson	0.733
D07-ZR-R2-A_S30_L002	genus	simpson	0.729
D01-OF-R3-B_S47_L004	genus	simpson	0.861
D03-ZH-R1-A_S68_L002	genus	simpson	0.755
D08-NF-R2-A_S17_L001	genus	simpson	0.375
D02-ZR-R3-A_S25_L004	genus	simpson	0.889
D07-OR-R1-B_S58_L001	genus	simpson	0.92
NCO-B4-R2-A_S14_L001	genus	simpson	0.972
D08-OF-R3-B_S33_L004	genus	simpson	0.799
D04-ZH-R1-A_S27_L001	genus	simpson	0.864
D07-ZR-R1-B_S42_L001	genus	simpson	0.487
NCO-B2-R1-B_S99_L002	genus	simpson	0.964
D07-ZF-R2-A_S29_L001	genus	simpson	0.761
D08-ZH-R1-A_S1_L001	genus	simpson	0.634
D07-OF-R2-B_S59_L002	genus	simpson	0.857
D02-ZH-R2-B_S60_L002	genus	simpson	0.521
D01-OR-R3-B_S41_L004	genus	simpson	0.95
NCO-B3-R2-B_S44_L001	genus	simpson	0.973
D06-OF-R1-B_S116_L002	genus	simpson	0.91
D01-ZF-R2-B_S48_L002	genus	simpson	0.712
D01-OR-R1-B_S43_L001	genus	simpson	0.896
D05-OF-R2-B_S57_L001	genus	simpson	0.892
NCO-B1-R3-A_S2_L004	genus	simpson	0.984
D05-OF-R3-B_S51_L004	genus	simpson	0.892
D07-ZF-R1-B_S117_L002	genus	simpson	0.839
D03-NF-R1-B_S52_L001	genus	simpson	0.862
D07-ZR-R2-B_S61_L002	genus	simpson	0.733
D08-ZR-R3-A_S31_L003	genus	simpson	0.742
D01-OF-R2-B_S54_L002	genus	simpson	0.857
D03-ZF-R1-B_S101_L002	genus	simpson	0.912
D04-ZF-R1-B_S56_L001	genus	simpson	0.924
D06-OF-R3-B_S45_L003	genus	simpson	0.799
NCO-B1-R1-A_S90_L002	genus	simpson	0.962
D01-ZF-R3-A_S7_L003	genus	simpson	0.713
D10-ZF-R1-A_S86_L002	genus	simpson	0.704
D06-ZH-R1-B_S104_L002	genus	simpson	0.445
D05-ZF-R2-A_S27_L002	species	shannon	4.082
D07-NF-R3-B_S42_L004	species	shannon	4.254
PCO-B2-R1-B_S50_L001	species	shannon	2.777
D09-ZR-R3-B_S48_L004	species	shannon	1.973
D06-ZH-R3-B_S37_L003	species	shannon	2.784
D05-ZR-R1-B_S61_L001	species	shannon	3.749
D02-OF-R3-B_S45_L004	species	shannon	4.261
D07-NF-R3-A_S13_L004	species	shannon	4.274
NCO-B1-R1-B_S122_L002	species	shannon	4.891
D06-OR-R3-B_S30_L004	species	shannon	3.899
D05-ZR-R2-B_S39_L001	species	shannon	3.798
D10-ZF-R2-B_S43_L001	species	shannon	4.476
D06-ZR-R1-B_S63_L001	species	shannon	3.779
D09-ZR-R2-B_S36_L002	species	shannon	2.458
D01-ZH-R3-A_S22_L003	species	shannon	3.972
D10-ZH-R1-A_S19_L001	species	shannon	3.732
D08-OF-R2-B_S33_L001	species	shannon	2.951
D04-NF-R3-B_S62_L003	species	shannon	3.381
D07-ZH-R3-A_S20_L004	species	shannon	2.652
D07-ZH-R1-B_S44_L001	species	shannon	2.201
D10-OF-R3-B_S64_L003	species	shannon	4.117
D03-ZH-R1-B_S100_L002	species	shannon	3.552
D02-ZF-R3-A_S11_L003	species	shannon	4.111
D02-ZH-R1-B_S108_L002	species	shannon	3.802
D03-ZR-R3-A_S6_L003	species	shannon	4.093
D02-ZR-R3-B_S54_L004	species	shannon	4.006
D01-ZF-R1-B_S34_L001	species	shannon	3.511
D09-ZH-R2-A_S21_L002	species	shannon	3.603
D06-ZH-R1-A_S72_L002	species	shannon	2.495
D09-ZH-R1-B_S62_L001	species	shannon	2.145
D06-ZR-R2-B_S60_L001	species	shannon	4.22
D03-OF-R1-B_S48_L001	species	shannon	4.138
D01-OR-R2-A_S11_L002	species	shannon	4.674
D10-OF-R2-B_S48_L001	species	shannon	4.247
D02-ZH-R1-A_S76_L002	species	shannon	3.927
D01-OF-R1-A_S15_L001	species	shannon	3.16
D03-NF-R3-B_S46_L003	species	shannon	4.268
D08-OR-R3-A_S19_L003	species	shannon	4.118
NCO-B2-R2-B_S41_L002	species	shannon	5.79
D03-OF-R3-B_S34_L003	species	shannon	4.439
NCO-B1-R3-B_S31_L004	species	shannon	5.989
D07-ZR-R3-A_S9_L004	species	shannon	1.626
D03-OF-R2-A_S4_L002	species	shannon	4.611
D02-ZF-R3-B_S43_L003	species	shannon	3.329
D09-ZH-R2-B_S52_L002	species	shannon	3.751
D04-OF-R1-A_S91_L002	species	shannon	2.882
D03-NF-R3-A_S14_L003	species	shannon	4.124
D10-ZF-R1-B_S118_L002	species	shannon	4.306
D10-OF-R1-A_S87_L002	species	shannon	5.666
D05-NF-R3-A_S4_L003	species	shannon	3.919
D03-ZR-R1-A_S93_L002	species	shannon	4.088
D08-ZR-R2-A_S25_L002	species	shannon	3.475
D09-OR-R3-A_S14_L004	species	shannon	2.369
D10-ZR-R3-A_S28_L004	species	shannon	4.477
D01-ZH-R3-B_S54_L003	species	shannon	3.993
NCO-B3-R3-B_S34_L004	species	shannon	6.215
D03-ZH-R3-B_S41_L003	species	shannon	2.93
D02-ZF-R1-A_S23_L001	species	shannon	3.845
D02-NF-R3-A_S25_L003	species	shannon	3.449
D04-NF-R1-B_S49_L001	species	shannon	3.683
D04-NF-R2-A_S8_L002	species	shannon	3.767
D09-OR-R1-B_S64_L001	species	shannon	2.176
D03-ZF-R2-A_S21_L001	species	shannon	3.945
PCO-B3-R1-B_S97_L002	species	shannon	2.707
PCO-B4-R1-A_S25_L001	species	shannon	2.753
D05-ZF-R3-B_S53_L004	species	shannon	3.636
D07-OF-R3-B_S61_L003	species	shannon	2.829
D08-OF-R1-A_S75_L002	species	shannon	2.434
D08-ZR-R1-B_S112_L002	species	shannon	3.937
D06-ZF-R1-A_S21_L001	species	shannon	3.534
D04-ZH-R3-B_S58_L003	species	shannon	4.089
D06-ZH-R2-B_S43_L002	species	shannon	2.821
PCO-B2-R1-A_S18_L001	species	shannon	2.818
D07-OR-R3-B_S49_L003	species	shannon	4.723
PCO-B1-R2-A_S31_L001	species	shannon	3.051
D01-OF-R3-A_S18_L004	species	shannon	3.341
D01-ZR-R2-B_S47_L001	species	shannon	3.868
D02-NF-R3-B_S57_L003	species	shannon	3.468
D07-NF-R2-B_S33_L002	species	shannon	4.383
D04-OF-R3-A_S29_L004	species	shannon	4.137
D03-NF-R2-A_S32_L001	species	shannon	4.186
D08-ZH-R2-A_S1_L002	species	shannon	4.069
D10-ZH-R2-A_S6_L002	species	shannon	4.044
D10-ZF-R2-A_S11_L001	species	shannon	4.489
D08-OR-R2-B_S40_L001	species	shannon	4.409
D02-ZF-R2-B_S44_L002	species	shannon	3.873
D01-ZR-R1-A_S8_L001	species	shannon	3.306
D04-OR-R2-B_S55_L001	species	shannon	3.338
D09-OR-R2-B_S54_L001	species	shannon	2.993
D08-ZR-R2-B_S56_L002	species	shannon	3.481
D04-ZF-R2-B_S57_L002	species	shannon	4.492
D08-ZH-R1-B_S33_L001	species	shannon	3.343
D02-ZR-R1-A_S96_L002	species	shannon	4.096
D09-ZH-R3-B_S37_L004	species	shannon	3.56
D04-ZR-R2-B_S62_L002	species	shannon	4.565
D05-ZR-R1-A_S29_L001	species	shannon	3.785
PCO-B3-R1-A_S65_L002	species	shannon	3.025
D10-ZR-R1-A_S9_L001	species	shannon	4.251
D06-ZF-R2-A_S24_L002	species	shannon	3.648
D05-OF-R3-A_S22_L004	species	shannon	3.675
D08-ZF-R1-B_S36_L001	species	shannon	3.63
D02-OR-R2-A_S30_L001	species	shannon	2.431
D10-ZF-R3-B_S39_L004	species	shannon	4.352
D06-OR-R2-B_S36_L001	species	shannon	4.422
D04-OF-R1-B_S123_L002	species	shannon	2.678
D09-OF-R2-B_S45_L001	species	shannon	2.07
D03-ZH-R2-B_S38_L002	species	shannon	3.207
D02-OF-R3-A_S16_L004	species	shannon	4.258
D10-ZH-R3-A_S17_L004	species	shannon	3.489
D08-OR-R2-A_S8_L001	species	shannon	4.245
D01-ZR-R3-A_S21_L003	species	shannon	3.334
D05-ZR-R3-A_S6_L004	species	shannon	3.607
D09-ZR-R3-A_S19_L004	species	shannon	1.965
D04-OR-R3-A_S18_L003	species	shannon	3.282
D04-ZH-R3-A_S26_L003	species	shannon	4.02
D07-OF-R3-A_S29_L003	species	shannon	2.751
NCO-B4-R1-A_S81_L002	species	shannon	5.183
D05-ZF-R2-B_S58_L002	species	shannon	4.127
D03-ZF-R2-B_S53_L001	species	shannon	3.966
D07-ZF-R2-B_S61_L001	species	shannon	2.443
D03-NF-R2-B_S64_L001	species	shannon	4.13
D06-NF-R2-B_S50_L001	species	shannon	4.297
D03-ZF-R3-B_S56_L003	species	shannon	3.429
D10-NF-R2-B_S49_L002	species	shannon	4.472
D08-OF-R1-B_S107_L002	species	shannon	2.511
D09-OR-R1-A_S32_L001	species	shannon	2.124
D02-ZF-R2-A_S13_L002	species	shannon	3.874
D04-ZH-R2-A_S9_L001	species	shannon	4.447
D02-NF-R2-A_S26_L001	species	shannon	3.708
D03-OF-R3-A_S2_L003	species	shannon	4.453
D01-ZF-R3-B_S39_L003	species	shannon	3.416
D06-OR-R1-B_S111_L002	species	shannon	3.893
D01-NF-R1-A_S89_L002	species	shannon	2.57
D05-OF-R1-A_S71_L002	species	shannon	3.656
D03-OR-R3-A_S27_L003	species	shannon	4.269
D06-OR-R2-A_S4_L001	species	shannon	4.063
D01-ZH-R1-A_S95_L002	species	shannon	3.732
D04-ZF-R2-A_S26_L002	species	shannon	4.498
D03-OR-R3-B_S59_L003	species	shannon	4.327
D10-ZF-R3-A_S10_L004	species	shannon	4.355
D01-NF-R1-B_S121_L002	species	shannon	2.576
D02-ZH-R3-A_S23_L004	species	shannon	3.906
D05-OF-R2-A_S25_L001	species	shannon	3.782
D09-OF-R3-A_S7_L004	species	shannon	2.073
D05-ZH-R1-A_S78_L002	species	shannon	3.671
D09-OF-R2-A_S13_L001	species	shannon	2.09
D03-NF-R1-A_S20_L001	species	shannon	4.019
D02-NF-R1-B_S126_L002	species	shannon	3.641
D07-ZR-R1-A_S10_L001	species	shannon	1.222
NCO-B2-R2-A_S10_L002	species	shannon	5.82
D01-OR-R2-B_S42_L002	species	shannon	4.666
D02-OR-R1-B_S105_L002	species	shannon	2.383
D07-ZF-R3-B_S56_L004	species	shannon	3.028
D05-ZH-R2-A_S16_L002	species	shannon	4.417
D06-NF-R1-B_S37_L001	species	shannon	3.638
D09-ZF-R3-A_S11_L004	species	shannon	2.116
D08-ZF-R3-B_S40_L003	species	shannon	3.245
NCO-B4-R3-B_S55_L003	species	shannon	5.287
D06-ZH-R2-A_S12_L002	species	shannon	2.717
D02-ZF-R1-B_S55_L001	species	shannon	3.87
D08-ZR-R1-A_S80_L002	species	shannon	3.954
D04-ZH-R2-B_S41_L001	species	shannon	4.333
D04-ZR-R1-A_S70_L002	species	shannon	3.882
