XT_D04-NFlex-R1-A	XT_D06-NFlex-R1-A	XT_D08-NFlex-R1-C	XT_D07-NFlex-R1-C	XT_D10-NFlex-R1-C	XT_D05-NFlex-R1-C	XT_D05-NFlex-R1-A	XT_D05-NFlex-R1-B	XT_D08-NFlex-R1-B	XT_D02-NFlex-R1-B	XT_D07-NFlex-R1-B	XT_D09-NFlex-R1-B	XT_D03-NFlex-R1-C	XT_D01-NFlex-R1-A	XT_D04-NFlex-R1-C	XT_D10-NFlex-R1-A	XT_D06-NFlex-R1-B	XT_D03-NFlex-R1-B	XT_D10-NFlex-R1-B	XT_D09-NFlex-R1-C	XT_D02-NFlex-R1-A	XT_D09-NFlex-R1-A	XT_D04-NFlex-R1-B	XT_D08-NFlex-R1-A	XT_D06-NFlex-R1-C	XT_D02-NFlex-R1-C	XT_D01-NFlex-R1-C	XT_D07-NFlex-R1-A	XT_D03-NFlex-R1-A	XT_D01-NFlex-R1-B	Flex_D10-NF-R1	Flex_D07-NF-R1	Flex_D08-NF-R1	Flex_D05-NF-R1	Flex_D02-NF-R1	Flex_D03-NF-R1	Flex_D09-NF-R1	Flex_D01-NF-R1	Flex_D06-NF-R1	Flex_D04-NF-R1
Candidatus Cloacimonetes	44	78	25	32	46	19	24	34	26	75	35	29	20	61	35	48	67	10	38	34	70	23	43	17	63	59	60	33	16	41	76	115	32	38	125	54	21	38	113	169
candidate division Zixibacteria	61	28	10	43	27	38	40	46	18	22	44	45	16	44	43	25	24	11	28	56	28	48	57	10	20	15	44	49	20	44	22	100	18	57	28	30	40	62	38	113
Candidatus Fermentibacteria	8	7	0	9	15	3	3	4	0	6	12	9	5	21	9	14	4	8	10	10	7	5	8	4	7	2	16	9	5	16	25	47	4	3	6	5	11	19	8	17
Candidatus Kryptonia	24	14	7	15	11	9	21	18	7	16	18	15	6	17	17	28	20	7	17	17	25	9	32	10	16	21	9	23	28	25	3	19	7	34	6	8	1	10	6	61
Firmicutes	19529331	17443204	9124462	13896404	7837436	7730707	9025077	9125399	10580445	15054459	16362388	14267654	11938039	23361616	17374856	7624614	16516573	10142089	8931404	16723719	14828103	14509676	17179291	8753180	13447236	13697984	22055526	15300531	11231148	18329114	16563315	70983925	17087271	18145169	21119939	37636958	18281085	20431257	28560881	41815350
Deinococcus-Thermus	411	294	183	170	80	809	851	788	214	229	207	341	166	372	400	83	250	159	75	378	233	316	388	190	207	204	402	183	156	328	138	840	425	1432	252	522	394	357	423	1027
Armatimonadetes	315	175	126	130	47	448	520	461	133	220	123	170	172	300	252	57	152	143	53	168	236	154	281	129	123	194	304	102	158	249	42	450	280	873	254	501	165	277	264	667
Chloroflexi	3238	1587	1166	1267	768	4553	4617	4574	1389	1862	1508	1499	1517	2790	2814	728	1486	1188	895	1801	1871	1535	2909	1126	1238	1749	2594	1346	1307	2211	1314	6111	2766	8729	2501	4790	1659	2589	2523	7449
Actinobacteria (201174)	2109306	1508793	296314	320514	807945	1092525	1313328	1275456	345080	177196	386651	1175110	734013	464417	1895949	806685	1444701	587326	943010	1385205	173820	1210248	1982667	272819	1182220	159301	461037	352861	664579	380381	2310253	3428414	775997	2366662	325249	3019161	1983313	744188	4186970	5748214
Tenericutes	3431	302	173	249	182	134	148	175	170	434	303	308	226	7637	2932	141	288	178	174	373	389	302	2852	166	220	384	8525	248	184	6299	242	2132	316	593	767	483	354	10935	529	26192
Candidatus Eremiobacteraeota	118	67	66	62	17	118	146	159	74	163	78	33	92	106	119	17	64	74	28	30	158	32	123	47	56	140	124	97	80	93	33	516	154	303	179	310	41	113	121	319
Candidatus Dormibacteraeota	138	63	53	43	20	141	197	171	64	72	69	57	48	110	106	13	64	34	22	65	62	50	103	49	63	52	85	55	38	95	18	189	138	341	89	87	78	116	115	227
Nitrospinae	43	41	37	26	24	81	112	111	51	98	36	109	47	60	54	23	35	27	22	144	92	114	44	39	32	87	46	27	43	57	24	99	86	191	99	125	96	56	77	134
Candidatus Tectomicrobia	26	6	2	4	2	6	6	10	4	3	11	4	17	14	8	0	10	11	1	6	3	4	20	1	5	3	23	11	8	13	0	35	5	26	4	22	3	17	18	34
Caldiserica	6	0	4	1	0	7	5	4	3	4	2	1	2	28	9	5	6	5	2	0	10	3	13	3	3	2	18	3	3	28	3	11	5	9	1	6	4	12	6	12
Candidatus Cryosericota	2	2	1	2	3	16	21	20	4	0	2	1	3	0	1	5	2	4	1	2	1	2	3	3	1	1	1	1	7	3	5	3	9	25	2	22	2	0	5	3
Candidatus Bipolaricaulota	21	15	14	19	2	37	42	44	17	13	16	10	7	23	21	6	15	16	9	16	18	12	23	12	17	11	26	17	11	16	4	77	31	100	25	19	14	19	32	59
Candidatus Aminicenantes	116	100	58	45	29	255	298	303	66	67	51	66	36	69	106	14	91	30	31	79	60	71	109	67	68	65	79	54	37	82	48	190	141	490	86	117	71	82	188	356
Candidatus Atribacteria	18	21	12	7	13	19	23	17	6	19	12	10	2	6	11	20	11	6	16	16	20	5	22	11	13	7	8	16	6	12	22	50	11	28	24	10	12	11	25	69
Candidatus Saccharibacteria	263	38	167	121	186	105	137	155	178	31	143	223	115	264	256	219	53	106	185	239	39	181	255	166	45	38	253	153	109	218	346	515	162	247	43	294	171	182	43	504
Candidatus Sumerlaeota	2	0	1	1	0	5	6	2	0	0	1	2	7	2	2	0	1	14	0	2	3	1	3	0	0	1	1	1	12	0	0	17	0	10	1	25	2	2	1	6
Candidatus Poribacteria	49	69	33	18	18	36	24	31	37	32	38	41	34	49	44	20	65	33	18	40	34	26	47	37	42	23	41	38	42	35	14	121	38	30	42	107	36	38	82	106
candidate division WWE3	30	27	18	26	12	27	33	29	17	24	27	50	22	40	21	14	37	17	24	59	23	45	21	19	18	19	33	36	14	39	19	93	17	24	26	39	29	20	16	39
candidate division NC10	9	7	2	7	9	9	8	8	2	4	7	9	4	2	10	7	9	4	8	15	1	12	5	3	5	5	8	7	3	7	24	17	2	10	9	4	16	11	6	16
Candidatus Calescamantes	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	2	0	1	0	0	1	0	0	0	5	0	0	1	0	1	1	1	5
Candidatus Berkelbacteria	24	19	15	13	30	19	23	21	15	22	17	25	20	17	25	22	25	18	21	27	18	30	15	16	26	14	24	10	13	15	20	35	25	9	25	82	24	14	18	35
candidate division CPR1	0	1	0	0	0	2	1	0	0	3	0	0	0	0	1	0	0	0	0	1	1	1	2	1	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0
candidate division CPR2	0	0	1	1	0	0	2	0	0	0	0	1	0	2	1	0	0	1	2	0	0	2	2	0	1	1	1	0	0	2	0	1	2	1	1	0	1	0	3	5
candidate division CPR3	3	2	1	4	2	4	1	10	0	3	4	7	2	1	4	1	3	3	1	3	2	2	2	2	3	1	3	5	2	0	2	7	0	3	0	1	3	1	2	7
Candidatus Peregrinibacteria	146	102	36	44	59	46	44	52	45	39	61	81	53	67	137	45	111	46	47	95	35	72	125	34	90	35	68	64	45	63	78	245	68	67	37	101	107	51	145	292
candidate division WOR-3	41	36	12	14	8	21	20	23	19	10	24	51	9	33	33	3	26	13	4	44	25	43	41	13	26	18	25	25	10	25	2	70	20	35	16	18	41	30	74	128
Candidatus Rokubacteria	294	107	110	116	55	319	428	380	145	235	126	112	127	272	265	66	102	103	54	154	277	114	317	111	100	222	279	163	119	227	96	695	253	550	348	397	161	291	210	789
Candidatus Dadabacteria	20	9	9	20	14	20	20	23	19	14	22	13	18	30	13	7	14	11	18	10	23	17	14	12	18	21	23	35	21	25	7	91	12	20	11	13	6	17	8	24
Candidatus Abawacabacteria	1	1	0	0	0	0	0	0	1	19	0	0	0	0	1	0	2	0	0	0	26	0	0	1	1	25	0	1	0	0	0	0	0	0	80	0	0	0	0	1
Candidatus Coatesbacteria	2	20	15	2	2	19	14	12	13	21	3	4	2	4	4	1	10	0	0	1	12	2	4	7	6	11	4	3	4	12	0	15	23	33	34	1	2	4	23	16
Candidatus Delongbacteria	8	3	1	0	0	22	29	16	0	0	0	0	0	2	10	1	8	1	0	1	0	0	5	0	2	1	2	0	0	2	1	3	2	55	0	0	0	5	1	13
Candidatus Doudnabacteria	14	19	1	9	3	10	8	15	4	9	5	16	12	23	15	3	8	7	3	10	12	15	14	9	19	9	25	9	5	22	1	16	5	24	6	9	6	6	16	22
Candidatus Edwardsbacteria	2	4	2	0	1	28	20	38	0	4	2	2	1	4	3	0	0	2	2	4	0	2	0	2	1	0	3	1	2	2	4	8	1	41	2	0	1	2	3	5
Candidatus Eisenbacteria	54	28	14	30	5	39	54	30	16	31	49	18	33	37	52	7	29	36	7	26	16	25	40	20	22	26	51	32	21	28	13	193	38	103	35	147	30	64	64	165
Candidatus Firestonebacteria	24	3	6	10	3	2	5	4	5	3	22	5	3	15	19	1	3	4	3	3	6	6	12	3	4	9	21	13	3	7	3	99	7	8	8	1	8	14	6	39
Candidatus Fischerbacteria	11	3	2	0	1	1	1	4	1	38	0	0	4	55	8	2	1	1	3	1	32	2	4	0	4	16	61	2	3	43	0	2	0	1	33	8	2	55	6	29
Candidatus Fraserbacteria	2	3	2	4	3	5	3	4	4	24	4	1	9	4	2	1	0	12	2	3	18	2	1	0	2	15	9	4	8	7	1	12	8	8	30	22	1	7	1	5
Candidatus Glassbacteria	0	1	4	0	0	1	1	0	2	2	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	8	0	5	1	0	1	0	0
Candidatus Handelsmanbacteria	15	7	4	14	2	6	12	8	6	7	14	21	4	31	20	2	9	6	5	13	10	12	21	8	10	5	27	17	4	27	2	34	5	10	4	17	7	16	12	59
Candidatus Lindowbacteria	9	7	4	1	3	9	9	7	6	3	1	6	7	2	11	5	9	5	3	7	2	4	9	2	6	3	3	2	6	6	5	9	10	13	1	5	2	4	6	28
Candidatus Raymondbacteria	7	22	13	12	1	3	4	5	18	34	19	12	0	11	9	1	13	3	0	11	35	5	15	12	8	27	18	15	2	8	1	53	43	14	71	9	20	16	40	30
Candidatus Riflebacteria	13	9	7	7	1	8	8	9	12	9	6	28	2	13	10	1	11	3	0	35	7	37	11	5	7	7	13	7	6	11	3	25	22	12	8	17	19	7	25	40
Candidatus Schekmanbacteria	12	7	10	4	5	7	5	5	11	4	9	7	1	8	5	6	8	2	6	2	11	5	3	8	4	5	6	5	0	1	10	13	28	20	12	3	9	4	16	45
Candidatus Wallbacteria	20	4	2	15	2	36	32	36	4	13	15	7	6	11	18	2	8	5	6	2	12	3	16	4	4	8	18	12	6	9	8	60	7	35	10	10	2	10	15	38
Candidatus Wirthbacteria	4	0	1	1	1	2	0	3	1	1	2	2	0	1	1	0	3	0	0	0	0	0	3	1	1	1	2	0	0	1	0	2	1	3	2	2	1	0	2	5
Candidatus Desantisbacteria	12	6	4	4	1	2	9	4	4	5	2	6	8	12	11	0	3	6	5	1	3	7	14	2	3	2	15	7	9	5	1	51	7	4	6	35	7	5	6	42
Candidatus Goldbacteria	10	1	3	5	1	13	11	11	0	0	3	2	3	7	6	2	6	3	1	2	1	2	10	3	1	0	5	1	0	3	1	4	4	17	1	10	0	2	7	18
candidate division FCPU426	18	13	7	8	8	19	22	27	10	11	16	7	9	23	24	7	10	5	5	7	7	5	9	3	7	12	19	6	5	29	7	31	10	52	18	14	11	20	25	64
Bacteroidetes	2497756	8405287	7160116	5218154	6809568	5827667	6666962	6890433	8292614	15054065	6068899	6226363	5174351	8412409	2224541	6528415	7839209	4290835	7672022	7282748	14837043	6317383	2230606	6921923	6416137	13789346	8046477	5699720	4818500	6709544	10364620	21303738	12098463	10848372	18718532	7242365	6290003	5787831	9902475	5012685
Chlorobi	97	38	40	42	30	98	123	120	31	61	37	66	48	77	88	35	41	45	41	68	78	60	76	27	40	78	83	42	43	64	46	191	60	325	73	155	65	73	45	228
Ignavibacteriae	307	291	125	93	89	240	299	275	142	205	130	385	122	199	293	88	299	107	115	451	223	407	246	147	249	206	204	123	124	142	119	516	200	579	321	281	236	169	433	874
Candidatus Kapabacteria	11	14	4	2	5	2	8	5	9	14	4	4	4	6	7	0	19	6	1	3	9	2	10	6	6	18	13	4	1	10	4	9	18	9	31	15	9	9	13	15
Rhodothermaeota	31	6	9	7	1	11	7	9	6	5	3	5	3	15	22	0	12	9	1	8	5	4	25	7	7	6	14	6	8	13	6	17	18	15	3	39	5	10	22	37
Balneolaeota	27	24	25	30	41	26	28	39	22	24	36	147	40	89	16	49	25	35	39	173	23	156	24	23	18	27	98	44	40	70	36	181	22	32	33	106	138	71	33	57
Cyanobacteria	1190	889	570	547	486	1742	2048	2008	578	907	655	1142	736	1071	1039	501	886	726	554	1323	939	1101	1050	508	714	862	1019	536	806	832	974	2640	1091	4120	1457	2573	983	869	1326	2754
Candidatus Melainabacteria	2609	1041	371	3115	636	160	188	197	439	17862	3901	1883	2355	10428	2327	610	973	2107	770	2221	17899	1882	2158	386	698	16877	10063	3368	2382	7978	1354	26612	761	396	28013	7511	2191	13751	1565	9599
Candidatus Margulisbacteria	10	11	8	10	8	9	3	9	8	7	8	8	7	10	9	7	10	4	8	8	8	4	11	2	14	6	6	6	4	7	2	6	4	6	3	20	4	2	15	11
Candidatus Gracilibacteria	4	5	3	5	6	2	3	7	6	17	7	5	4	5	3	4	4	3	2	2	20	2	3	4	2	9	3	5	2	5	3	12	6	4	44	1	5	3	9	21
Candidatus Microgenomates	4	2	2	0	9	2	7	9	2	1	0	3	3	0	5	6	3	6	6	5	2	2	1	2	5	0	0	1	6	1	9	0	1	2	0	10	5	1	4	8
Candidatus Curtissbacteria	6	4	0	14	1	1	1	8	4	0	6	7	12	3	12	3	4	4	5	8	4	3	10	4	2	5	1	6	8	1	2	52	6	3	4	14	1	3	10	23
Candidatus Daviesbacteria	10	8	7	3	2	10	4	11	8	13	5	14	6	34	6	5	8	4	5	11	17	10	12	9	8	16	35	12	2	19	4	65	12	13	22	9	14	12	6	37
Candidatus Levybacteria	59	20	16	13	12	8	12	14	13	50	18	23	13	28	36	11	11	11	12	21	61	20	38	10	21	64	27	10	13	25	12	42	23	21	55	39	21	38	40	97
Candidatus Gottesmanbacteria	17	16	12	10	5	9	7	10	10	29	16	16	8	12	16	4	15	6	8	15	19	11	12	12	17	18	15	19	9	9	7	56	23	7	29	16	21	7	17	25
Candidatus Shapirobacteria	9	6	11	6	6	10	7	7	8	10	6	12	8	6	4	6	3	2	4	10	6	12	8	10	6	3	10	3	8	5	9	16	15	21	5	5	18	3	6	9
Candidatus Woesebacteria	20	27	10	24	20	10	14	20	18	25	29	24	26	17	31	14	21	11	11	20	24	22	20	23	15	16	20	21	17	8	28	111	23	14	37	37	23	14	20	70
Candidatus Roizmanbacteria	60	34	20	20	25	33	55	38	16	56	22	32	10	32	81	24	31	8	34	46	49	26	56	18	22	59	35	23	13	27	30	155	23	110	130	41	51	36	36	146
Candidatus Pacebacteria	18	6	2	3	7	15	15	20	8	3	9	10	8	14	13	5	15	10	6	17	6	8	19	9	7	6	7	4	11	9	4	11	4	23	5	26	5	7	6	28
Candidatus Collierbacteria	16	5	2	4	4	7	9	11	6	3	9	0	1	7	10	3	9	1	4	4	1	6	13	2	3	2	6	4	1	7	3	11	6	15	3	1	0	4	8	25
Candidatus Beckwithbacteria	10	11	2	3	2	7	7	2	2	7	7	8	7	7	19	0	11	5	3	6	7	6	19	2	7	7	5	6	7	7	1	19	2	3	7	9	7	12	29	26
Candidatus Amesbacteria	5	2	0	0	0	1	5	0	0	3	2	5	1	5	8	0	3	1	2	9	2	2	8	1	5	0	5	2	1	4	1	6	5	5	1	1	5	5	3	16
Candidatus Blackburnbacteria	1	42	0	0	1	19	29	26	2	1	0	7	0	1	0	3	31	2	4	5	1	3	0	1	28	1	2	0	0	0	7	0	5	37	2	2	4	0	114	2
Candidatus Woykebacteria	27	2	2	0	1	1	2	2	1	1	0	1	7	1	20	3	1	1	0	1	1	1	22	1	0	3	1	2	5	2	8	5	6	2	0	57	1	3	3	17
Candidatus Chisholmbacteria	2	2	0	0	3	0	1	0	1	1	0	0	1	4	2	6	1	2	4	0	2	0	2	0	1	0	2	1	2	1	0	7	1	0	1	2	0	4	1	3
Candidatus Parcubacteria	8	7	0	6	3	0	4	6	3	1	15	1	6	13	7	2	10	6	11	0	2	2	8	0	4	4	13	4	12	10	4	26	7	7	4	7	2	6	10	68
Candidatus Campbellbacteria	8	4	0	7	0	1	2	4	2	4	6	2	0	2	0	0	4	2	2	3	1	6	5	0	5	1	2	7	1	2	1	38	4	0	3	0	4	2	10	71
Candidatus Falkowbacteria	20	48	13	11	16	30	40	41	21	23	14	29	14	20	23	16	41	6	11	36	29	32	13	16	17	33	13	18	9	16	22	82	56	124	44	15	25	14	72	57
Candidatus Nomurabacteria	34	15	22	9	10	7	9	16	13	85	8	20	15	20	30	4	9	4	13	14	86	11	42	11	8	100	21	6	7	13	26	35	35	31	104	19	13	24	18	149
Candidatus Magasanikbacteria	87	54	23	25	30	36	45	30	32	45	19	54	27	35	61	29	52	27	19	55	48	48	62	31	39	42	35	32	31	42	15	84	20	31	85	19	40	23	78	131
Candidatus Uhrbacteria	29	32	18	23	7	12	15	13	17	15	18	18	22	25	22	6	28	17	5	14	14	18	21	17	25	17	44	26	16	22	6	60	28	9	18	28	15	47	44	37
Candidatus Yanofskybacteria	21	12	4	9	7	8	11	17	5	7	13	9	14	13	14	3	4	10	7	6	15	11	14	10	4	15	16	9	23	12	15	53	9	10	19	60	12	8	7	53
Candidatus Kaiserbacteria	16	8	3	9	6	20	23	19	5	12	21	13	14	18	10	9	5	8	8	21	10	17	10	8	5	8	20	10	7	11	9	30	12	39	23	58	7	9	10	14
Candidatus Wolfebacteria	65	14	8	5	11	8	13	9	6	13	3	29	7	19	56	18	8	3	14	30	7	24	79	3	3	9	19	4	4	16	20	40	13	16	8	6	42	24	15	307
Candidatus Adlerbacteria	0	1	2	0	2	1	0	0	0	0	1	3	0	0	3	0	2	0	1	0	1	1	3	1	2	0	0	0	2	1	2	2	2	6	1	1	1	1	2	0
Candidatus Moranbacteria	114	32	39	41	27	176	175	180	28	26	48	44	27	46	97	26	49	27	21	35	24	35	90	25	25	21	40	50	24	43	69	174	36	350	46	69	21	38	51	328
Candidatus Giovannonibacteria	23	12	3	2	4	7	7	11	2	8	8	7	1	14	20	3	10	2	7	7	11	2	14	6	3	12	20	5	4	11	1	46	8	15	15	1	5	10	12	42
Candidatus Jorgensenbacteria	4	1	8	0	0	1	0	2	11	6	0	1	2	67	1	0	0	0	1	0	5	0	4	9	1	5	82	0	3	54	0	1	11	2	14	2	3	56	3	12
Candidatus Kuenenbacteria	7	9	12	1	3	13	6	8	8	2	3	7	10	25	3	1	8	2	5	4	4	4	3	6	7	6	13	5	8	12	0	11	4	6	16	9	2	6	12	18
Candidatus Azambacteria	3	11	3	12	0	2	5	3	5	1	7	13	0	3	7	1	9	1	2	22	0	17	2	2	5	6	1	6	0	4	2	34	7	3	0	0	7	2	16	10
Candidatus Andersenbacteria	10	3	3	2	7	7	4	4	1	15	0	2	2	13	3	5	5	0	4	0	17	2	4	4	6	10	7	3	0	10	17	2	13	7	18	1	2	7	13	10
Candidatus Brennerbacteria	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
Candidatus Buchananbacteria	7	3	3	6	3	14	23	17	3	8	3	4	4	7	18	6	4	1	8	4	6	7	12	2	4	1	7	3	8	11	4	40	13	15	10	9	8	6	12	16
Candidatus Colwellbacteria	4	0	2	1	0	5	1	2	0	0	2	1	0	3	1	0	3	2	2	0	1	2	0	0	0	0	0	1	1	2	0	3	2	3	0	1	1	1	3	1
