sample	tax.level	method	value
D10-ZH-R2-A_S6_L002	phylum	simpson	0.136
D10-ZF-R2-A_S11_L001	phylum	simpson	0.583
D08-OR-R2-B_S40_L001	phylum	simpson	0.664
D02-ZF-R2-B_S44_L002	phylum	simpson	0.39
D01-ZR-R1-A_S8_L001	phylum	simpson	0.531
D04-OR-R2-B_S55_L001	phylum	simpson	0.565
D09-OR-R2-B_S54_L001	phylum	simpson	0.787
D08-ZR-R2-B_S56_L002	phylum	simpson	0.462
D04-ZF-R2-B_S57_L002	phylum	simpson	0.642
D08-ZH-R1-B_S33_L001	phylum	simpson	0.375
D02-ZR-R1-A_S96_L002	phylum	simpson	0.512
D09-ZH-R3-B_S37_L004	phylum	simpson	0.633
D04-ZR-R2-B_S62_L002	phylum	simpson	0.644
D05-ZR-R1-A_S29_L001	phylum	simpson	0.598
PCO-B3-R1-A_S65_L002	phylum	simpson	0.477
D10-ZR-R1-A_S9_L001	phylum	simpson	0.514
D06-ZF-R2-A_S24_L002	phylum	simpson	0.42
D05-OF-R3-A_S22_L004	phylum	simpson	0.63
D08-ZF-R1-B_S36_L001	phylum	simpson	0.53
D02-OR-R2-A_S30_L001	phylum	simpson	0.699
D10-ZF-R3-B_S39_L004	phylum	simpson	0.569
D06-OR-R2-B_S36_L001	phylum	simpson	0.624
D04-OF-R1-B_S123_L002	phylum	simpson	0.519
D09-OF-R2-B_S45_L001	phylum	simpson	0.664
D03-ZH-R2-B_S38_L002	phylum	simpson	0.302
D02-OF-R3-A_S16_L004	phylum	simpson	0.495
D10-ZH-R3-A_S17_L004	phylum	simpson	0.085
D08-OR-R2-A_S8_L001	phylum	simpson	0.625
D01-ZR-R3-A_S21_L003	phylum	simpson	0.417
D05-ZR-R3-A_S6_L004	phylum	simpson	0.614
D09-ZR-R3-A_S19_L004	phylum	simpson	0.637
D04-OR-R3-A_S18_L003	phylum	simpson	0.489
D04-ZH-R3-A_S26_L003	phylum	simpson	0.54
D07-OF-R3-A_S29_L003	phylum	simpson	0.684
NCO-B4-R1-A_S81_L002	phylum	simpson	0.68
D05-ZF-R2-B_S58_L002	phylum	simpson	0.554
D03-ZF-R2-B_S53_L001	phylum	simpson	0.562
D07-ZF-R2-B_S61_L001	phylum	simpson	0.624
D03-NF-R2-B_S64_L001	phylum	simpson	0.527
D06-NF-R2-B_S50_L001	phylum	simpson	0.352
D03-ZF-R3-B_S56_L003	phylum	simpson	0.555
D10-NF-R2-B_S49_L002	phylum	simpson	0.582
D08-OF-R1-B_S107_L002	phylum	simpson	0.516
D09-OR-R1-A_S32_L001	phylum	simpson	0.654
D02-ZF-R2-A_S13_L002	phylum	simpson	0.393
D04-ZH-R2-A_S9_L001	phylum	simpson	0.581
D02-NF-R2-A_S26_L001	phylum	simpson	0.323
D03-OF-R3-A_S2_L003	phylum	simpson	0.523
D01-ZF-R3-B_S39_L003	phylum	simpson	0.399
D06-OR-R1-B_S111_L002	phylum	simpson	0.53
D01-NF-R1-A_S89_L002	phylum	simpson	0.56
D05-OF-R1-A_S71_L002	phylum	simpson	0.667
D03-OR-R3-A_S27_L003	phylum	simpson	0.686
D06-OR-R2-A_S4_L001	phylum	simpson	0.509
D01-ZH-R1-A_S95_L002	phylum	simpson	0.486
D04-ZF-R2-A_S26_L002	phylum	simpson	0.622
D03-OR-R3-B_S59_L003	phylum	simpson	0.695
D10-ZF-R3-A_S10_L004	phylum	simpson	0.566
D01-NF-R1-B_S121_L002	phylum	simpson	0.569
D02-ZH-R3-A_S23_L004	phylum	simpson	0.42
D05-OF-R2-A_S25_L001	phylum	simpson	0.672
D09-OF-R3-A_S7_L004	phylum	simpson	0.621
D05-ZH-R1-A_S78_L002	phylum	simpson	0.435
D09-OF-R2-A_S13_L001	phylum	simpson	0.65
D03-NF-R1-A_S20_L001	phylum	simpson	0.475
D02-NF-R1-B_S126_L002	phylum	simpson	0.378
D07-ZR-R1-A_S10_L001	phylum	simpson	0.543
NCO-B2-R2-A_S10_L002	phylum	simpson	0.751
D01-OR-R2-B_S42_L002	phylum	simpson	0.67
D02-OR-R1-B_S105_L002	phylum	simpson	0.488
D07-ZF-R3-B_S56_L004	phylum	simpson	0.626
D05-ZH-R2-A_S16_L002	phylum	simpson	0.588
D06-NF-R1-B_S37_L001	phylum	simpson	0.562
D09-ZF-R3-A_S11_L004	phylum	simpson	0.668
D08-ZF-R3-B_S40_L003	phylum	simpson	0.379
NCO-B4-R3-B_S55_L003	phylum	simpson	0.774
D06-ZH-R2-A_S12_L002	phylum	simpson	0.279
D02-ZF-R1-B_S55_L001	phylum	simpson	0.515
D08-ZR-R1-A_S80_L002	phylum	simpson	0.543
D04-ZH-R2-B_S41_L001	phylum	simpson	0.574
D04-ZR-R1-A_S70_L002	phylum	simpson	0.673
D02-NF-R2-B_S58_L001	phylum	simpson	0.323
D07-ZH-R3-B_S49_L004	phylum	simpson	0.602
D06-ZR-R3-B_S52_L003	phylum	simpson	0.507
D07-NF-R1-A_S14_L001	phylum	simpson	0.567
D02-OR-R1-A_S73_L002	phylum	simpson	0.491
D07-ZH-R2-B_S51_L002	phylum	simpson	0.659
D09-ZH-R1-A_S30_L001	phylum	simpson	0.562
D06-ZF-R3-A_S3_L004	phylum	simpson	0.453
D05-ZH-R2-B_S47_L002	phylum	simpson	0.579
D05-NF-R3-B_S36_L003	phylum	simpson	0.5
D07-ZF-R3-A_S27_L004	phylum	simpson	0.629
NCO-B4-R3-A_S23_L003	phylum	simpson	0.77
D05-ZH-R3-A_S26_L004	phylum	simpson	0.456
D08-ZR-R3-B_S63_L003	phylum	simpson	0.412
D07-NF-R2-A_S2_L002	phylum	simpson	0.556
NCO-B2-R3-A_S28_L003	phylum	simpson	0.81
D10-ZR-R2-B_S51_L001	phylum	simpson	0.464
D01-NF-R3-B_S44_L003	phylum	simpson	0.561
NCO-B3-R1-B_S114_L002	phylum	simpson	0.752
D07-ZF-R1-A_S85_L002	phylum	simpson	0.663
D02-ZR-R2-A_S9_L002	phylum	simpson	0.522
D10-ZR-R2-A_S19_L001	phylum	simpson	0.466
PCO-B1-R1-A_S7_L001	phylum	simpson	0.392
D10-ZH-R2-B_S37_L002	phylum	simpson	0.127
D06-OR-R3-A_S1_L004	phylum	simpson	0.52
D09-OR-R2-A_S22_L001	phylum	simpson	0.738
NCO-B2-R1-A_S67_L002	phylum	simpson	0.741
D04-OR-R2-A_S23_L001	phylum	simpson	0.492
D07-OR-R2-B_S45_L002	phylum	simpson	0.663
D09-NF-R2-B_S46_L002	phylum	simpson	0.498
D06-ZF-R2-B_S55_L002	phylum	simpson	0.427
D10-OF-R3-A_S32_L003	phylum	simpson	0.451
D03-OR-R1-B_S45_L001	phylum	simpson	0.669
D02-ZR-R2-B_S40_L002	phylum	simpson	0.526
NCO-B1-R2-A_S3_L001	phylum	simpson	0.787
D04-ZF-R3-A_S3_L003	phylum	simpson	0.634
D02-OF-R2-A_S19_L002	phylum	simpson	0.468
D08-OR-R3-B_S51_L003	phylum	simpson	0.659
D03-OR-R2-B_S52_L001	phylum	simpson	0.722
D07-ZR-R3-B_S38_L004	phylum	simpson	0.602
D07-OF-R2-A_S28_L002	phylum	simpson	0.663
D01-ZR-R1-B_S40_L001	phylum	simpson	0.53
D01-OF-R1-B_S47_L001	phylum	simpson	0.562
D03-ZR-R2-A_S5_L001	phylum	simpson	0.53
D06-ZF-R1-B_S53_L001	phylum	simpson	0.478
D08-NF-R1-A_S6_L001	phylum	simpson	0.473
D07-OF-R1-B_S98_L002	phylum	simpson	0.672
D05-OF-R1-B_S103_L002	phylum	simpson	0.667
D03-OR-R1-A_S13_L001	phylum	simpson	0.685
D03-OF-R1-A_S16_L001	phylum	simpson	0.549
D09-ZR-R2-A_S5_L002	phylum	simpson	0.669
D01-ZF-R2-A_S17_L002	phylum	simpson	0.429
D06-NF-R2-A_S18_L001	phylum	simpson	0.359
D06-ZR-R3-A_S20_L003	phylum	simpson	0.504
NCO-B3-R2-A_S12_L001	phylum	simpson	0.794
D04-ZR-R3-A_S16_L003	phylum	simpson	0.657
D01-NF-R3-A_S12_L003	phylum	simpson	0.561
D07-ZH-R2-A_S20_L002	phylum	simpson	0.661
D10-ZH-R1-B_S51_L001	phylum	simpson	0.118
D01-NF-R2-B_S42_L001	phylum	simpson	0.544
D09-OF-R1-B_S106_L002	phylum	simpson	0.638
D03-ZR-R3-B_S38_L003	phylum	simpson	0.55
D04-OF-R2-A_S27_L001	phylum	simpson	0.471
D01-OR-R3-A_S12_L004	phylum	simpson	0.548
D06-OF-R2-B_S53_L002	phylum	simpson	0.514
D08-ZF-R2-A_S6_L001	phylum	simpson	0.489
D10-OF-R1-B_S119_L002	phylum	simpson	0.699
D05-ZF-R3-A_S24_L004	phylum	simpson	0.601
D09-NF-R1-B_S60_L001	phylum	simpson	0.522
NCO-B4-R2-B_S46_L001	phylum	simpson	0.794
D10-NF-R3-A_S15_L003	phylum	simpson	0.542
NCO-B3-R1-A_S82_L002	phylum	simpson	0.741
D03-OF-R2-B_S35_L002	phylum	simpson	0.562
D04-ZH-R1-B_S59_L001	phylum	simpson	0.567
D08-OF-R2-A_S1_L001	phylum	simpson	0.481
D09-OF-R3-B_S36_L004	phylum	simpson	0.632
D02-ZH-R2-A_S29_L002	phylum	simpson	0.489
D01-ZR-R3-B_S53_L003	phylum	simpson	0.416
D07-OR-R3-A_S17_L003	phylum	simpson	0.647
D08-NF-R3-B_S50_L004	phylum	simpson	0.458
D09-OR-R3-B_S43_L004	phylum	simpson	0.817
D01-NF-R2-A_S10_L001	phylum	simpson	0.533
D02-OF-R1-A_S88_L002	phylum	simpson	0.452
D02-ZR-R1-B_S128_L002	phylum	simpson	0.505
D05-ZR-R2-A_S7_L001	phylum	simpson	0.597
D01-OF-R2-A_S23_L002	phylum	simpson	0.566
D03-ZR-R1-B_S125_L002	phylum	simpson	0.455
D05-ZF-R1-A_S3_L001	phylum	simpson	0.535
D03-ZF-R1-A_S69_L002	phylum	simpson	0.531
D08-OR-R1-B_S54_L001	phylum	simpson	0.622
D09-ZH-R3-A_S8_L004	phylum	simpson	0.62
D09-ZF-R1-A_S83_L002	phylum	simpson	0.661
D03-OR-R2-A_S20_L001	phylum	simpson	0.669
D08-ZF-R3-A_S8_L003	phylum	simpson	0.369
D01-ZH-R2-B_S34_L001	phylum	simpson	0.443
D04-NF-R1-A_S17_L001	phylum	simpson	0.326
D09-ZF-R2-A_S24_L001	phylum	simpson	0.671
D03-ZH-R2-A_S7_L002	phylum	simpson	0.294
D02-OF-R1-B_S120_L002	phylum	simpson	0.439
D04-OF-R3-B_S58_L004	phylum	simpson	0.447
D10-ZH-R3-B_S46_L004	phylum	simpson	0.086
D06-OF-R2-A_S22_L002	phylum	simpson	0.518
D10-NF-R1-A_S92_L002	phylum	simpson	0.407
PCO-B4-R1-B_S57_L001	phylum	simpson	0.486
D02-OR-R2-B_S62_L001	phylum	simpson	0.709
D09-NF-R1-A_S28_L001	phylum	simpson	0.522
D08-ZF-R2-B_S38_L001	phylum	simpson	0.49
D08-NF-R1-B_S38_L001	phylum	simpson	0.429
D08-ZH-R2-B_S32_L002	phylum	simpson	0.338
D09-ZF-R2-B_S56_L001	phylum	simpson	0.68
D04-ZF-R3-B_S35_L003	phylum	simpson	0.614
D05-ZF-R1-B_S35_L001	phylum	simpson	0.567
D09-ZF-R1-B_S115_L002	phylum	simpson	0.657
PCO-B1-R2-B_S63_L001	phylum	simpson	0.519
D07-OR-R2-A_S14_L002	phylum	simpson	0.615
NCO-B4-R1-B_S113_L002	phylum	simpson	0.689
D04-ZR-R3-B_S48_L003	phylum	simpson	0.646
D05-NF-R2-B_S34_L002	phylum	simpson	0.599
D08-NF-R2-B_S49_L001	phylum	simpson	0.446
D05-NF-R1-A_S77_L002	phylum	simpson	0.669
D07-OF-R1-A_S66_L002	phylum	simpson	0.667
PCO-B1-R1-B_S39_L001	phylum	simpson	0.412
D06-NF-R3-B_S44_L004	phylum	simpson	0.425
D08-NF-R3-A_S21_L004	phylum	simpson	0.463
D09-NF-R3-B_S42_L003	phylum	simpson	0.443
D04-ZR-R1-B_S102_L002	phylum	simpson	0.667
D03-ZH-R3-A_S9_L003	phylum	simpson	0.45
D04-ZF-R1-A_S24_L001	phylum	simpson	0.624
D09-OF-R1-A_S74_L002	phylum	simpson	0.642
D04-NF-R3-A_S30_L003	phylum	simpson	0.337
D05-ZR-R3-B_S35_L004	phylum	simpson	0.61
D10-ZR-R1-B_S41_L001	phylum	simpson	0.499
D08-ZF-R1-A_S4_L001	phylum	simpson	0.531
D05-NF-R2-A_S3_L002	phylum	simpson	0.582
D08-OR-R1-A_S22_L001	phylum	simpson	0.625
D04-ZR-R2-A_S31_L002	phylum	simpson	0.643
D06-OF-R3-A_S13_L003	phylum	simpson	0.53
D10-NF-R2-A_S18_L002	phylum	simpson	0.608
D04-OF-R2-B_S59_L001	phylum	simpson	0.467
D08-OF-R3-A_S4_L004	phylum	simpson	0.538
D04-NF-R2-B_S39_L002	phylum	simpson	0.319
D07-NF-R1-B_S46_L001	phylum	simpson	0.573
NCO-B1-R2-B_S35_L001	phylum	simpson	0.789
NCO-B3-R3-A_S5_L004	phylum	simpson	0.757
D07-ZH-R1-A_S12_L001	phylum	simpson	0.645
D05-ZH-R3-B_S55_L004	phylum	simpson	0.405
D07-OR-R1-A_S26_L001	phylum	simpson	0.666
D06-NF-R3-A_S15_L004	phylum	simpson	0.426
D01-ZR-R2-A_S15_L001	phylum	simpson	0.335
D06-ZH-R3-A_S5_L003	phylum	simpson	0.351
D08-ZH-R3-B_S33_L003	phylum	simpson	0.325
D09-NF-R2-A_S15_L002	phylum	simpson	0.501
D06-OR-R1-A_S79_L002	phylum	simpson	0.528
D02-ZH-R3-B_S52_L004	phylum	simpson	0.608
D05-NF-R1-B_S109_L002	phylum	simpson	0.679
D04-OR-R3-B_S50_L003	phylum	simpson	0.5
D09-NF-R3-A_S10_L003	phylum	simpson	0.442
D03-ZF-R3-A_S24_L003	phylum	simpson	0.551
D06-NF-R1-A_S5_L001	phylum	simpson	0.566
D02-OF-R2-B_S50_L002	phylum	simpson	0.466
D03-ZR-R2-B_S37_L001	phylum	simpson	0.515
D06-OF-R1-A_S84_L002	phylum	simpson	0.695
D10-OF-R2-A_S16_L001	phylum	simpson	0.458
D01-OR-R1-A_S11_L001	phylum	simpson	0.56
D01-ZH-R2-A_S2_L001	phylum	simpson	0.454
D02-NF-R1-A_S94_L002	phylum	simpson	0.385
D05-ZH-R1-B_S110_L002	phylum	simpson	0.522
D08-ZH-R3-A_S1_L003	phylum	simpson	0.308
D06-ZR-R2-A_S28_L001	phylum	simpson	0.547
D06-ZF-R3-B_S32_L004	phylum	simpson	0.446
D09-ZF-R3-B_S40_L004	phylum	simpson	0.656
D10-NF-R3-B_S47_L003	phylum	simpson	0.531
D01-ZH-R1-B_S127_L002	phylum	simpson	0.495
D06-ZR-R1-A_S31_L001	phylum	simpson	0.522
D07-ZR-R2-A_S30_L002	phylum	simpson	0.655
D01-OF-R3-B_S47_L004	phylum	simpson	0.555
D03-ZH-R1-A_S68_L002	phylum	simpson	0.333
D08-NF-R2-A_S17_L001	phylum	simpson	0.375
D02-ZR-R3-A_S25_L004	phylum	simpson	0.483
D07-OR-R1-B_S58_L001	phylum	simpson	0.689
NCO-B4-R2-A_S14_L001	phylum	simpson	0.797
D08-OF-R3-B_S33_L004	phylum	simpson	0.537
D04-ZH-R1-A_S27_L001	phylum	simpson	0.565
D07-ZR-R1-B_S42_L001	phylum	simpson	0.526
NCO-B2-R1-B_S99_L002	phylum	simpson	0.732
D07-ZF-R2-A_S29_L001	phylum	simpson	0.625
D08-ZH-R1-A_S1_L001	phylum	simpson	0.348
D07-OF-R2-B_S59_L002	phylum	simpson	0.66
D02-ZH-R2-B_S60_L002	phylum	simpson	0.442
D01-OR-R3-B_S41_L004	phylum	simpson	0.556
NCO-B3-R2-B_S44_L001	phylum	simpson	0.807
D06-OF-R1-B_S116_L002	phylum	simpson	0.685
D01-ZF-R2-B_S48_L002	phylum	simpson	0.426
D01-OR-R1-B_S43_L001	phylum	simpson	0.547
D05-OF-R2-B_S57_L001	phylum	simpson	0.673
NCO-B1-R3-A_S2_L004	phylum	simpson	0.737
D05-OF-R3-B_S51_L004	phylum	simpson	0.626
D07-ZF-R1-B_S117_L002	phylum	simpson	0.662
D03-NF-R1-B_S52_L001	phylum	simpson	0.477
D07-ZR-R2-B_S61_L002	phylum	simpson	0.654
D08-ZR-R3-A_S31_L003	phylum	simpson	0.405
D01-OF-R2-B_S54_L002	phylum	simpson	0.563
D03-ZF-R1-B_S101_L002	phylum	simpson	0.525
D04-ZF-R1-B_S56_L001	phylum	simpson	0.628
D06-OF-R3-B_S45_L003	phylum	simpson	0.528
NCO-B1-R1-A_S90_L002	phylum	simpson	0.717
D01-ZF-R3-A_S7_L003	phylum	simpson	0.396
D10-ZF-R1-A_S86_L002	phylum	simpson	0.577
D06-ZH-R1-B_S104_L002	phylum	simpson	0.24
D05-ZF-R2-A_S27_L002	class	shannon	1.485
D07-NF-R3-B_S42_L004	class	shannon	1.074
PCO-B2-R1-B_S50_L001	class	shannon	0.781
D09-ZR-R3-B_S48_L004	class	shannon	1.297
D06-ZH-R3-B_S37_L003	class	shannon	0.595
D05-ZR-R1-B_S61_L001	class	shannon	1.389
D02-OF-R3-B_S45_L004	class	shannon	0.984
D07-NF-R3-A_S13_L004	class	shannon	1.072
NCO-B1-R1-B_S122_L002	class	shannon	1.644
D06-OR-R3-B_S30_L004	class	shannon	0.933
D05-ZR-R2-B_S39_L001	class	shannon	1.302
D10-ZF-R2-B_S43_L001	class	shannon	1.112
D06-ZR-R1-B_S63_L001	class	shannon	0.897
D09-ZR-R2-B_S36_L002	class	shannon	1.362
D01-ZH-R3-A_S22_L003	class	shannon	0.897
D10-ZH-R1-A_S19_L001	class	shannon	0.348
D08-OF-R2-B_S33_L001	class	shannon	0.858
D04-NF-R3-B_S62_L003	class	shannon	0.847
D07-ZH-R3-A_S20_L004	class	shannon	1.186
D07-ZH-R1-B_S44_L001	class	shannon	1.305
D10-OF-R3-B_S64_L003	class	shannon	0.824
D03-ZH-R1-B_S100_L002	class	shannon	0.601
D02-ZF-R3-A_S11_L003	class	shannon	0.915
D02-ZH-R1-B_S108_L002	class	shannon	0.688
D03-ZR-R3-A_S6_L003	class	shannon	1.132
D02-ZR-R3-B_S54_L004	class	shannon	0.913
D01-ZF-R1-B_S34_L001	class	shannon	0.864
D09-ZH-R2-A_S21_L002	class	shannon	1.519
D06-ZH-R1-A_S72_L002	class	shannon	0.464
D09-ZH-R1-B_S62_L001	class	shannon	1.186
D06-ZR-R2-B_S60_L001	class	shannon	0.995
D03-OF-R1-B_S48_L001	class	shannon	1.521
D01-OR-R2-A_S11_L002	class	shannon	1.608
D10-OF-R2-B_S48_L001	class	shannon	0.917
D02-ZH-R1-A_S76_L002	class	shannon	0.733
D01-OF-R1-A_S15_L001	class	shannon	1.109
D03-NF-R3-B_S46_L003	class	shannon	1.306
D08-OR-R3-A_S19_L003	class	shannon	1.461
NCO-B2-R2-B_S41_L002	class	shannon	2.098
D03-OF-R3-B_S34_L003	class	shannon	1.526
NCO-B1-R3-B_S31_L004	class	shannon	2.574
D07-ZR-R3-A_S9_L004	class	shannon	1.125
D03-OF-R2-A_S4_L002	class	shannon	1.579
D02-ZF-R3-B_S43_L003	class	shannon	1.02
D09-ZH-R2-B_S52_L002	class	shannon	1.585
D04-OF-R1-A_S91_L002	class	shannon	1.31
D03-NF-R3-A_S14_L003	class	shannon	1.201
D10-ZF-R1-B_S118_L002	class	shannon	1.138
D10-OF-R1-A_S87_L002	class	shannon	2.009
D05-NF-R3-A_S4_L003	class	shannon	1.555
D03-ZR-R1-A_S93_L002	class	shannon	0.898
D08-ZR-R2-A_S25_L002	class	shannon	0.865
D09-OR-R3-A_S14_L004	class	shannon	1.52
D10-ZR-R3-A_S28_L004	class	shannon	1.124
D01-ZH-R3-B_S54_L003	class	shannon	0.923
NCO-B3-R3-B_S34_L004	class	shannon	2.699
D03-ZH-R3-B_S41_L003	class	shannon	0.609
D02-ZF-R1-A_S23_L001	class	shannon	0.902
D02-NF-R3-A_S25_L003	class	shannon	0.786
D04-NF-R1-B_S49_L001	class	shannon	0.849
D04-NF-R2-A_S8_L002	class	shannon	0.807
D09-OR-R1-B_S64_L001	class	shannon	1.74
D03-ZF-R2-A_S21_L001	class	shannon	1.2
PCO-B3-R1-B_S97_L002	class	shannon	0.786
PCO-B4-R1-A_S25_L001	class	shannon	0.802
D05-ZF-R3-B_S53_L004	class	shannon	1.247
D07-OF-R3-B_S61_L003	class	shannon	1.324
D08-OF-R1-A_S75_L002	class	shannon	0.907
D08-ZR-R1-B_S112_L002	class	shannon	0.992
D06-ZF-R1-A_S21_L001	class	shannon	0.907
D04-ZH-R3-B_S58_L003	class	shannon	1.174
D06-ZH-R2-B_S43_L002	class	shannon	0.592
PCO-B2-R1-A_S18_L001	class	shannon	0.751
D07-OR-R3-B_S49_L003	class	shannon	1.573
PCO-B1-R2-A_S31_L001	class	shannon	0.753
D01-OF-R3-A_S18_L004	class	shannon	1.04
D01-ZR-R2-B_S47_L001	class	shannon	0.763
D02-NF-R3-B_S57_L003	class	shannon	0.804
D07-NF-R2-B_S33_L002	class	shannon	1.213
D04-OF-R3-A_S29_L004	class	shannon	1.053
D03-NF-R2-A_S32_L001	class	shannon	1.263
D08-ZH-R2-A_S1_L002	class	shannon	1.203
D10-ZH-R2-A_S6_L002	class	shannon	0.378
D10-ZF-R2-A_S11_L001	class	shannon	1.113
D08-OR-R2-B_S40_L001	class	shannon	1.594
D02-ZF-R2-B_S44_L002	class	shannon	0.812
D01-ZR-R1-A_S8_L001	class	shannon	0.929
D04-OR-R2-B_S55_L001	class	shannon	1.562
D09-OR-R2-B_S54_L001	class	shannon	2.238
D08-ZR-R2-B_S56_L002	class	shannon	0.855
D04-ZF-R2-B_S57_L002	class	shannon	1.718
D08-ZH-R1-B_S33_L001	class	shannon	0.893
D02-ZR-R1-A_S96_L002	class	shannon	0.865
D09-ZH-R3-B_S37_L004	class	shannon	1.482
D04-ZR-R2-B_S62_L002	class	shannon	1.634
D05-ZR-R1-A_S29_L001	class	shannon	1.396
PCO-B3-R1-A_S65_L002	class	shannon	0.733
D10-ZR-R1-A_S9_L001	class	shannon	0.989
D06-ZF-R2-A_S24_L002	class	shannon	0.868
D05-OF-R3-A_S22_L004	class	shannon	1.631
D08-ZF-R1-B_S36_L001	class	shannon	0.91
D02-OR-R2-A_S30_L001	class	shannon	1.864
D10-ZF-R3-B_S39_L004	class	shannon	1.068
D06-OR-R2-B_S36_L001	class	shannon	1.445
D04-OF-R1-B_S123_L002	class	shannon	1.289
D09-OF-R2-B_S45_L001	class	shannon	1.352
D03-ZH-R2-B_S38_L002	class	shannon	0.667
D02-OF-R3-A_S16_L004	class	shannon	0.986
D10-ZH-R3-A_S17_L004	class	shannon	0.231
D08-OR-R2-A_S8_L001	class	shannon	1.404
D01-ZR-R3-A_S21_L003	class	shannon	0.669
D05-ZR-R3-A_S6_L004	class	shannon	1.421
D09-ZR-R3-A_S19_L004	class	shannon	1.289
D04-OR-R3-A_S18_L003	class	shannon	1.353
D04-ZH-R3-A_S26_L003	class	shannon	1.143
D07-OF-R3-A_S29_L003	class	shannon	1.423
NCO-B4-R1-A_S81_L002	class	shannon	1.758
D05-ZF-R2-B_S58_L002	class	shannon	1.483
D03-ZF-R2-B_S53_L001	class	shannon	1.223
D07-ZF-R2-B_S61_L001	class	shannon	1.167
D03-NF-R2-B_S64_L001	class	shannon	1.245
D06-NF-R2-B_S50_L001	class	shannon	0.837
D03-ZF-R3-B_S56_L003	class	shannon	1.068
D10-NF-R2-B_S49_L002	class	shannon	1.197
D08-OF-R1-B_S107_L002	class	shannon	0.91
D09-OR-R1-A_S32_L001	class	shannon	1.603
D02-ZF-R2-A_S13_L002	class	shannon	0.823
D04-ZH-R2-A_S9_L001	class	shannon	1.279
D02-NF-R2-A_S26_L001	class	shannon	0.784
D03-OF-R3-A_S2_L003	class	shannon	1.555
D01-ZF-R3-B_S39_L003	class	shannon	0.681
D06-OR-R1-B_S111_L002	class	shannon	0.968
D01-NF-R1-A_S89_L002	class	shannon	1.1
D05-OF-R1-A_S71_L002	class	shannon	1.529
D03-OR-R3-A_S27_L003	class	shannon	1.628
D06-OR-R2-A_S4_L001	class	shannon	0.976
D01-ZH-R1-A_S95_L002	class	shannon	0.826
D04-ZF-R2-A_S26_L002	class	shannon	1.649
D03-OR-R3-B_S59_L003	class	shannon	1.677
D10-ZF-R3-A_S10_L004	class	shannon	1.056
D01-NF-R1-B_S121_L002	class	shannon	1.131
D02-ZH-R3-A_S23_L004	class	shannon	0.741
D05-OF-R2-A_S25_L001	class	shannon	1.604
D09-OF-R3-A_S7_L004	class	shannon	1.26
D05-ZH-R1-A_S78_L002	class	shannon	0.89
D09-OF-R2-A_S13_L001	class	shannon	1.325
D03-NF-R1-A_S20_L001	class	shannon	1.165
D02-NF-R1-B_S126_L002	class	shannon	0.754
D07-ZR-R1-A_S10_L001	class	shannon	1.02
NCO-B2-R2-A_S10_L002	class	shannon	2.355
D01-OR-R2-B_S42_L002	class	shannon	1.622
D02-OR-R1-B_S105_L002	class	shannon	1.1
D07-ZF-R3-B_S56_L004	class	shannon	1.189
D05-ZH-R2-A_S16_L002	class	shannon	1.343
D06-NF-R1-B_S37_L001	class	shannon	1.157
D09-ZF-R3-A_S11_L004	class	shannon	1.332
D08-ZF-R3-B_S40_L003	class	shannon	0.674
NCO-B4-R3-B_S55_L003	class	shannon	2.262
D06-ZH-R2-A_S12_L002	class	shannon	0.569
D02-ZF-R1-B_S55_L001	class	shannon	0.896
D08-ZR-R1-A_S80_L002	class	shannon	0.961
D04-ZH-R2-B_S41_L001	class	shannon	1.236
D04-ZR-R1-A_S70_L002	class	shannon	1.73
D02-NF-R2-B_S58_L001	class	shannon	0.778
D07-ZH-R3-B_S49_L004	class	shannon	1.183
D06-ZR-R3-B_S52_L003	class	shannon	0.873
D07-NF-R1-A_S14_L001	class	shannon	1.151
D02-OR-R1-A_S73_L002	class	shannon	1.145
D07-ZH-R2-B_S51_L002	class	shannon	1.339
D09-ZH-R1-A_S30_L001	class	shannon	1.293
D06-ZF-R3-A_S3_L004	class	shannon	0.84
D05-ZH-R2-B_S47_L002	class	shannon	1.356
D05-NF-R3-B_S36_L003	class	shannon	0.868
D07-ZF-R3-A_S27_L004	class	shannon	1.199
NCO-B4-R3-A_S23_L003	class	shannon	2.215
D05-ZH-R3-A_S26_L004	class	shannon	1.005
D08-ZR-R3-B_S63_L003	class	shannon	0.757
D07-NF-R2-A_S2_L002	class	shannon	1.114
NCO-B2-R3-A_S28_L003	class	shannon	2.437
D10-ZR-R2-B_S51_L001	class	shannon	0.912
D01-NF-R3-B_S44_L003	class	shannon	1.081
NCO-B3-R1-B_S114_L002	class	shannon	2.049
D07-ZF-R1-A_S85_L002	class	shannon	1.25
D02-ZR-R2-A_S9_L002	class	shannon	0.91
D10-ZR-R2-A_S19_L001	class	shannon	0.904
PCO-B1-R1-A_S7_L001	class	shannon	0.693
D10-ZH-R2-B_S37_L002	class	shannon	0.362
D06-OR-R3-A_S1_L004	class	shannon	0.928
D09-OR-R2-A_S22_L001	class	shannon	1.992
NCO-B2-R1-A_S67_L002	class	shannon	2.121
D04-OR-R2-A_S23_L001	class	shannon	1.4
D07-OR-R2-B_S45_L002	class	shannon	1.737
D09-NF-R2-B_S46_L002	class	shannon	1.161
D06-ZF-R2-B_S55_L002	class	shannon	0.864
D10-OF-R3-A_S32_L003	class	shannon	0.861
D03-OR-R1-B_S45_L001	class	shannon	1.543
